Peak_id	Chr	Start	End	log2FoldChange_ATAC	padj_ATAC	HOMER_annotation	HOMER_detailed_annotation	Overlaps_reg_region_of_this_gene_GREAT	dist_to_TSS_GREAT	abs_dist_to_TSS_GREAT	log2FoldChange_RNA	padj_RNA	both_rna_and_atac_sig	directionality_rna_vs_atac
A_26695	chr10	37368960	37369460	-0.812598654986348	0.0772829183048692	Intergenic	Intergenic	Marcks	-230040	230040	0.0205279791421928	0.940954270332384	no	NA
A_26737	chr10	39648266	39648766	-0.795396551910998	0.00524524689955239	intron (NM_134000, intron 7 of 8)	intron (NM_134000, intron 7 of 8)	Traf3ip2	35332	35332	-0.00137218803154935	0.990093742024745	no	NA
A_26737	chr10	39648266	39648766	-0.795396551910998	0.00524524689955239	intron (NM_134000, intron 7 of 8)	intron (NM_134000, intron 7 of 8)	Rev3l	-83352	83352	0.00296419833977352	0.972135844211599	no	NA
A_26821	chr10	42251231	42251731	-0.759976730067456	0.0794134556562165	intron (NM_001376967, intron 2 of 3)	intron (NM_001376967, intron 2 of 3)	Armc2	-232789	232789	-0.0105691091475451	0.890016605269722	no	NA
A_26821	chr10	42251231	42251731	-0.759976730067456	0.0794134556562165	intron (NM_001376967, intron 2 of 3)	intron (NM_001376967, intron 2 of 3)	Foxo3	25024	25024	-0.0417498540644573	0.780448815309593	no	NA
A_27099	chr10	59969808	59970308	-0.578002459046902	0.0360561990313217	Intergenic	Intergenic	Ddit4	-17974	17974	-0.867992057873299	3.90977931441106e-12	yes	same
A_27099	chr10	59969808	59970308	-0.578002459046902	0.0360561990313217	Intergenic	Intergenic	Ascc1	-32497	32497	-0.0214297448271734	0.793057444979619	no	NA
A_273	chr1	20845660	20846160	-0.782506922455741	0.062245103436515	Intergenic	Intergenic	Mcm3	-25348	25348	0.00325322553738731	0.971823187538495	no	NA
A_273	chr1	20845660	20846160	-0.782506922455741	0.062245103436515	Intergenic	Intergenic	Paqr8	-44446	44446	-0.00406881544194801	0.988082990840055	no	NA
A_27567	chr10	78446238	78446738	-1.24978323034078	2.17412954972463e-05	intron (NM_172134, intron 7 of 10)	intron (NM_172134, intron 7 of 10)	Cstb	20569	20569	-0.00951138743169558	0.951321391031876	no	NA
A_27567	chr10	78446238	78446738	-1.24978323034078	2.17412954972463e-05	intron (NM_172134, intron 7 of 10)	intron (NM_172134, intron 7 of 10)	Pdxk	18237	18237	-0.0417981247272757	0.830787617056549	no	NA
A_27568	chr10	78452544	78453044	-1.17066743875903	1.02799825998658e-05	intron (NM_172134, intron 2 of 10)	intron (NM_172134, intron 2 of 10)	Cstb	26875	26875	-0.00951138743169558	0.951321391031876	no	NA
A_27568	chr10	78452544	78453044	-1.17066743875903	1.02799825998658e-05	intron (NM_172134, intron 2 of 10)	intron (NM_172134, intron 2 of 10)	Pdxk	11931	11931	-0.0417981247272757	0.830787617056549	no	NA
A_278	chr1	20921099	20921599	-0.593871608490546	0.0257967470897678	intron (NM_001355122, intron 1 of 2)	intron (NM_001355122, intron 1 of 2)	Paqr8	30493	30493	-0.00406881544194801	0.988082990840055	no	NA
A_278	chr1	20921099	20921599	-0.593871608490546	0.0257967470897678	intron (NM_001355122, intron 1 of 2)	intron (NM_001355122, intron 1 of 2)	Efhc1	-30027	30027	-0.00284109813070844	0.959281385092167	no	NA
A_27827	chr10	86809962	86810462	-0.753299848177851	0.00839843724361706	intron (NM_175331, intron 2 of 13)	intron (NM_175331, intron 2 of 13)	Nt5dc3	45990	45990	-0.0322297087291431	0.852480135478676	no	NA
A_27827	chr10	86809962	86810462	-0.753299848177851	0.00839843724361706	intron (NM_175331, intron 2 of 13)	intron (NM_175331, intron 2 of 13)	Stab2	197563	197563	0.00178497488463496	0.971823187538495	no	NA
A_27828	chr10	86819732	86820232	-0.621683160674777	0.0673969857201075	intron (NM_175331, intron 6 of 13)	intron (NM_175331, intron 6 of 13)	Nt5dc3	55760	55760	-0.0322297087291431	0.852480135478676	no	NA
A_27828	chr10	86819732	86820232	-0.621683160674777	0.0673969857201075	intron (NM_175331, intron 6 of 13)	intron (NM_175331, intron 6 of 13)	Stab2	187793	187793	0.00178497488463496	0.971823187538495	no	NA
A_28060	chr10	95790764	95791264	-0.675556401568641	0.0360561990313217	Intergenic	Intergenic	Nudt4	-226618	226618	-0.0225724122506915	0.914372207332851	no	NA
A_28060	chr10	95790764	95791264	-0.675556401568641	0.0360561990313217	Intergenic	Intergenic	Eea1	-149386	149386	0.00871681510135373	0.971823187538495	no	NA
A_28450	chr10	114698504	114699004	-0.825393194945237	0.0123019997190958	intron (NM_146241, intron 2 of 18)	L2b|LINE|L2	Trhde	103303	103303	0.013127571334055	0.951321391031876	no	NA
A_28841	chr11	3484179	3484679	-0.825580650190886	0.00212859773988909	Intergenic	L2a|LINE|L2	Pla2g3	-3605	3605	-0.0145191449947179	0.79058542878777	no	NA
A_28965	chr11	8556899	8557399	-0.806773847360622	0.0905699137317824	intron (NM_001083587, intron 4 of 30)	intron (NM_001083587, intron 4 of 30)	Tns3	107282	107282	-0.00400377233382364	0.988363503286737	no	NA
A_28998	chr11	11844469	11844969	-1.17270717542737	2.73449195178835e-05	intron (NM_001190448, intron 7 of 14)	intron (NM_001190448, intron 7 of 14)	Fignl1	-35507	35507	0.00124113207625887	NA	NA	NA
A_28998	chr11	11844469	11844969	-1.17270717542737	2.73449195178835e-05	intron (NM_001190448, intron 7 of 14)	intron (NM_001190448, intron 7 of 14)	Ddc	53175	53175	-0.0199717138147863	0.780448815309593	no	NA
A_29121	chr11	20858729	20859229	-0.656056056538297	0.0632790623959688	Intergenic	Intergenic	Lgalsl	-27673	27673	-0.0102851760475446	0.967623621767735	no	NA
A_29121	chr11	20858729	20859229	-0.656056056538297	0.0632790623959688	Intergenic	Intergenic	Peli1	-232062	232062	0.0417857608491813	0.657708714838733	no	NA
A_29148	chr11	22437413	22437913	-0.76328101263534	0.0150908894116869	Intergenic	Intergenic	Ehbp1	-95121	95121	-0.00713461743159231	0.979733168531473	no	NA
A_29148	chr11	22437413	22437913	-0.76328101263534	0.0150908894116869	Intergenic	Intergenic	Tmem17	-74175	74175	-0.00184061141737711	0.984888609491388	no	NA
A_29206	chr11	24628581	24629081	-1.15368794144644	0.000354772605492435	Intergenic	Intergenic	Bcl11a	550525	550525	-0.0216164076789424	0.913100217720491	no	NA
A_29353	chr11	32621994	32622494	-0.752405105243426	0.0157137937935123	intron (NM_001359177, intron 18 of 18)	intron (NM_001359177, intron 18 of 18)	Efcab9	-89913	89913	NA	NA	NA	NA
A_29353	chr11	32621994	32622494	-0.752405105243426	0.0157137937935123	intron (NM_001359177, intron 18 of 18)	intron (NM_001359177, intron 18 of 18)	Fbxw11	-20230	20230	-0.0191040758448697	0.94570566578729	no	NA
A_29423	chr11	35416633	35417133	-0.872072507877275	0.0597427468360532	intron (NM_011412, intron 4 of 35)	intron (NM_011412, intron 4 of 35)	Slit3	295409	295409	0.030822510188558	0.815248547722915	no	NA
A_29423	chr11	35416633	35417133	-0.872072507877275	0.0597427468360532	intron (NM_011412, intron 4 of 35)	intron (NM_011412, intron 4 of 35)	Pank3	-352351	352351	0.0532279839446455	0.657708714838733	no	NA
A_29702	chr11	49930939	49931439	-0.956517923798656	0.000461313874440955	intron (NM_001347462, intron 1 of 13)	intron (NM_001347462, intron 1 of 13)	Rasgef1c	29104	29104	-0.0453148049758727	0.488099887510254	no	NA
A_29702	chr11	49930939	49931439	-0.956517923798656	0.000461313874440955	intron (NM_001347462, intron 1 of 13)	intron (NM_001347462, intron 1 of 13)	Rnf130	-93907	93907	-0.0353365729242818	0.891457715506354	no	NA
A_29883	chr11	57271693	57272193	-0.734627967437607	0.0070083517924021	intron (NM_001113325, intron 11 of 15)	intron (NM_001113325, intron 11 of 15)	Gria1	260306	260306	-0.0175241151203429	0.951321391031876	no	NA
A_29883	chr11	57271693	57272193	-0.734627967437607	0.0070083517924021	intron (NM_001113325, intron 11 of 15)	intron (NM_001113325, intron 11 of 15)	Mfap3	-246471	246471	0.0314855091076247	0.712219471486681	no	NA
A_30865	chr11	101700388	101700888	-0.895816700984515	0.0354240130139862	Intergenic	Intergenic	Arl4d	34847	34847	-0.0232522121028444	0.0372726229973703	yes	same
A_30865	chr11	101700388	101700888	-0.895816700984515	0.0354240130139862	Intergenic	Intergenic	Dhx8	-32031	32031	0.0199122279790301	0.913100217720491	no	NA
A_31012	chr11	108023120	108023620	-0.737902680663267	0.00760004706468009	intron (NM_011101, intron 5 of 16)	intron (NM_011101, intron 5 of 16)	Cacng5	-108065	108065	-0.00418190809702221	0.98557825549142	no	NA
A_31012	chr11	108023120	108023620	-0.737902680663267	0.00760004706468009	intron (NM_011101, intron 5 of 16)	intron (NM_011101, intron 5 of 16)	Apoh	-319734	319734	NA	NA	NA	NA
A_31462	chr12	8344859	8345359	-0.762830021647162	7.12677238122051e-05	Intergenic	Intergenic	Hs1bp3	31427	31427	-0.000358728543347041	0.999722088192533	no	NA
A_31462	chr12	8344859	8345359	-0.762830021647162	7.12677238122051e-05	Intergenic	Intergenic	Rhob	154650	154650	-0.387468016910348	6.27521468451197e-10	yes	same
A_31470	chr12	8454427	8454927	-0.629779394690235	0.0518600610857303	Intergenic	Intergenic	Hs1bp3	140995	140995	-0.000358728543347041	0.999722088192533	no	NA
A_31470	chr12	8454427	8454927	-0.629779394690235	0.0518600610857303	Intergenic	Intergenic	Rhob	45082	45082	-0.387468016910348	6.27521468451197e-10	yes	same
A_31669	chr12	17224981	17225481	-0.716410762860663	0.0452648198479203	Intergenic	Intergenic	Kcnf1	-48093	48093	-0.0161888379497427	0.953267758826439	no	NA
A_31669	chr12	17224981	17225481	-0.716410762860663	0.0452648198479203	Intergenic	Intergenic	Pdia6	-41064	41064	0.13918285388386	0.309638458714756	no	NA
A_31882	chr12	31818135	31818635	-0.626826837356564	0.0831188923936295	intron (NM_001163126, intron 10 of 22)	L1M3|LINE|L1	Gpr22	-104188	104188	-0.0147762780135548	0.944091283511359	no	NA
A_31882	chr12	31818135	31818635	-0.626826837356564	0.0831188923936295	intron (NM_001163126, intron 10 of 22)	L1M3|LINE|L1	Hbp1	131900	131900	0.0111576905815424	0.951321391031876	no	NA
A_32284	chr12	54017931	54018431	-0.995987849197173	0.000227925337064553	intron (NM_001370962, intron 7 of 11)	intron (NM_001370962, intron 7 of 11)	Npas3	769254	769254	-0.0385416576658945	0.235824088442033	no	NA
A_32284	chr12	54017931	54018431	-0.995987849197173	0.000227925337064553	intron (NM_001370962, intron 7 of 11)	intron (NM_001370962, intron 7 of 11)	Egln3	185429	185429	-0.00343360179661106	0.982403224342146	no	NA
A_32420	chr12	66036190	66036690	-0.884399764795297	0.0737338577937507	Intergenic	Intergenic	Wdr20rt	810673	810673	NA	NA	NA	NA
A_32420	chr12	66036190	66036690	-0.884399764795297	0.0737338577937507	Intergenic	Intergenic	Rpl10l	247711	247711	NA	NA	NA	NA
A_32634	chr12	75304053	75304553	-0.943575152165633	0.00235598552258991	Intergenic	Intergenic	Rhoj	-3769	3769	0.00274550539401768	0.984229216084074	no	NA
A_32819	chr12	82275730	82276230	-0.9440034009253	0.053097988226169	intron (NM_001167983, intron 3 of 23)	intron (NM_001167983, intron 3 of 23)	Sipa1l1	106410	106410	0.0198562185277956	0.951321391031876	no	NA
A_32819	chr12	82275730	82276230	-0.9440034009253	0.053097988226169	intron (NM_001167983, intron 3 of 23)	intron (NM_001167983, intron 3 of 23)	Rgs6	-312062	312062	-0.0311172072121387	0.816088062091981	no	NA
A_32872	chr12	84219138	84219638	-1.23324450221739	0.000578687427436114	promoter-TSS (NM_001163501)	promoter-TSS (NM_001163501)	Mideas	-257	257	-0.0537391734398087	0.516306089574013	no	NA
A_32996	chr12	89180200	89180700	-1.04733193476886	3.22430886524401e-05	intron (NM_172544, intron 2 of 19)	intron (NM_172544, intron 2 of 19)	Nrxn3	457324	457324	-0.0230630743395605	0.914658749786075	no	NA
A_33032	chr12	91050535	91051035	-0.598495398200675	0.00914509697862059	intron (NR_045858, intron 2 of 3)	intron (NR_045858, intron 2 of 3)	Dio2	-312097	312097	0.0301716636354763	0.862528622322472	no	NA
A_33032	chr12	91050535	91051035	-0.598495398200675	0.00914509697862059	intron (NR_045858, intron 2 of 3)	intron (NR_045858, intron 2 of 3)	Tshr	-333531	333531	NA	NA	NA	NA
A_33447	chr12	111848198	111848698	-1.06780894337165	0.000186918391476137	intron (NM_011625, intron 4 of 16)	Lx8|LINE|L1	Xrcc3	-34325	34325	-0.0160848089987146	0.825099762498004	no	NA
A_33447	chr12	111848198	111848698	-1.06780894337165	0.000186918391476137	intron (NM_011625, intron 4 of 16)	Lx8|LINE|L1	Ppp1r13b	59412	59412	-0.057728071266293	0.661935309682021	no	NA
A_33450	chr12	111920010	111920510	-1.12425340902188	2.51253795628465e-06	Intergenic	Intergenic	Ppp1r13b	-11900	11900	-0.057728071266293	0.661935309682021	no	NA
A_33450	chr12	111920010	111920510	-1.12425340902188	2.51253795628465e-06	Intergenic	Intergenic	Atp5mj	46467	46467	NA	NA	NA	NA
A_33716	chr13	12195965	12196465	-0.693322939849902	0.0602419320616128	intron (NM_001081128, intron 27 of 32)	intron (NM_001081128, intron 27 of 32)	Ryr2	-89020	89020	0.012846614333902	0.964704566023703	no	NA
A_33716	chr13	12195965	12196465	-0.693322939849902	0.0602419320616128	intron (NM_001081128, intron 27 of 32)	intron (NM_001081128, intron 27 of 32)	Mtr	61648	61648	0.030424685478002	0.704099858129609	no	NA
A_33738	chr13	13573674	13574174	-0.672146230819749	0.0108393918497373	Intergenic	Intergenic	Nid1	136123	136123	-0.000410872496741455	0.999722088192533	no	NA
A_33738	chr13	13573674	13574174	-0.672146230819749	0.0108393918497373	Intergenic	Intergenic	Lyst	-16223	16223	-0.0143214524125198	0.948333591868072	no	NA
A_33856	chr13	20228317	20228817	-0.682937201256604	0.0563316124224572	intron (NM_080288, intron 4 of 21)	intron (NM_080288, intron 4 of 21)	Elmo1	137721	137721	-0.0322961070436818	0.862528622322472	no	NA
A_33856	chr13	20228317	20228817	-0.682937201256604	0.0563316124224572	intron (NM_080288, intron 4 of 21)	intron (NM_080288, intron 4 of 21)	Aoah	-565296	565296	NA	NA	NA	NA
A_35109	chr13	81136667	81137167	-0.705423140735474	0.0452648198479203	intron (NM_054053, intron 87 of 89)	intron (NM_054053, intron 87 of 89)	Arrdc3	253283	253283	-0.0383696038965929	0.617882031818339	no	NA
A_35109	chr13	81136667	81137167	-0.705423140735474	0.0452648198479203	intron (NM_054053, intron 87 of 89)	intron (NM_054053, intron 87 of 89)	Adgrv1	495987	495987	0.00193801692484136	0.982335665970062	no	NA
A_35122	chr13	81664299	81664799	-0.5696659812069	0.0548510945270454	intron (NM_030257, intron 1 of 2)	RSINE1|SINE|B4	Lysmd3	6636	6636	-0.0177653100324838	0.700224893969353	no	NA
A_35122	chr13	81664299	81664799	-0.5696659812069	0.0548510945270454	intron (NM_030257, intron 1 of 2)	RSINE1|SINE|B4	Mblac2	-46542	46542	0.00341387166484226	0.985963005430126	no	NA
A_35420	chr13	97508640	97509140	-0.946830787079657	0.01948934582906	Intergenic	Intergenic	Enc1	267535	267535	0.0259411767668946	0.890016605269722	no	NA
A_35420	chr13	97508640	97509140	-0.946830787079657	0.01948934582906	Intergenic	Intergenic	Arhgef28	697299	697299	-0.0364100403340849	0.678713721763464	no	NA
A_35563	chr13	101811920	101812420	-0.921980314297261	0.016221218897255	Intergenic	Intergenic	Pik3r1	-43703	43703	-0.0244440356622005	0.902389310165647	no	NA
A_35563	chr13	101811920	101812420	-0.921980314297261	0.016221218897255	Intergenic	Intergenic	Cd180	-881138	881138	-0.000882181532312383	0.990133102380612	no	NA
A_35676	chr13	106689062	106689562	-0.843327936937613	0.097581431518565	Intergenic	Intergenic	Ipo11	247396	247396	-0.0194376006000452	0.913100217720491	no	NA
A_35698	chr13	107449692	107450192	-0.451675923390168	0.0986365304229838	Intergenic	Intergenic	Kif2a	-427566	427566	0.0105246675901963	0.969871882123876	no	NA
A_35698	chr13	107449692	107450192	-0.451675923390168	0.0986365304229838	Intergenic	Intergenic	Zswim6	439872	439872	0.00181007012630896	0.996808819006661	no	NA
A_35740	chr13	108834140	108834640	-0.631600213470208	0.0768676254830609	intron (NM_011056, intron 1 of 16)	intron (NM_011056, intron 1 of 16)	Pde4d	384192	384192	-0.00341700307872616	0.993134863847755	no	NA
A_36024	chr14	8309646	8310146	-1.05550496656192	8.16140764481317e-05	promoter-TSS (NM_183187)	promoter-TSS (NM_183187)	Acox2	-50293	50293	NA	NA	NA	NA
A_36024	chr14	8309646	8310146	-1.05550496656192	8.16140764481317e-05	promoter-TSS (NM_183187)	promoter-TSS (NM_183187)	Fam107a	7877	7877	0.0232597292258278	0.911929726856834	no	NA
A_36086	chr14	12504440	12504940	-0.728772955623109	0.0494127361166352	intron (NM_001359919, intron 14 of 30)	intron (NM_001359919, intron 14 of 30)	Fezf2	-156251	156251	-0.0120389147476503	0.942842036478909	no	NA
A_36086	chr14	12504440	12504940	-0.728772955623109	0.0494127361166352	intron (NM_001359919, intron 14 of 30)	intron (NM_001359919, intron 14 of 30)	Cadps	318139	318139	-0.0544260829067215	0.688443918813704	no	NA
A_36211	chr14	18303143	18303643	-0.67598801646687	0.0190103093586882	intron (NM_009455, intron 3 of 5)	intron (NM_009455, intron 3 of 5)	Rpl15	-31752	31752	-0.00939683787166257	0.967719823601815	no	NA
A_36211	chr14	18303143	18303643	-0.67598801646687	0.0190103093586882	intron (NM_009455, intron 3 of 5)	intron (NM_009455, intron 3 of 5)	Ube2e1	28216	28216	0.00159441329204702	0.997676447099142	no	NA
A_36256	chr14	20595721	20596221	-0.711037158395147	0.0125336442882142	intron (NM_030180, intron 3 of 20)	intron (NM_030180, intron 3 of 20)	Ppp3cb	-49148	49148	-0.00908585177590572	0.972300364036483	no	NA
A_36256	chr14	20595721	20596221	-0.711037158395147	0.0125336442882142	intron (NM_030180, intron 3 of 20)	intron (NM_030180, intron 3 of 20)	Usp54	44842	44842	-0.0203876339992181	0.937987405627982	no	NA
A_36351	chr14	24902904	24903404	-0.910547080471795	0.0986365304229838	Intergenic	Intergenic	Polr3a	-415846	415846	5.59572639712585e-05	0.999722088192533	no	NA
A_36351	chr14	24902904	24903404	-0.910547080471795	0.0986365304229838	Intergenic	Intergenic	Zmiz1	-555781	555781	0.0660358219263221	0.637022625289962	no	NA
A_36401	chr14	27219597	27220097	-0.710305311241531	0.0576752284618547	intron (NM_001289686, intron 3 of 12)	intron (NM_001289686, intron 3 of 12)	Arhgef3	104698	104698	0.0109779692756148	0.967719823601815	no	NA
A_36401	chr14	27219597	27220097	-0.710305311241531	0.0576752284618547	intron (NM_001289686, intron 3 of 12)	intron (NM_001289686, intron 3 of 12)	Tasor	-208737	208737	0.111663307329693	0.35909635427114	no	NA
A_36857	chr14	54748135	54748635	-0.69528954955749	0.053097988226169	intron (NM_016972, intron 3 of 10)	intron (NM_016972, intron 3 of 10)	Cebpe	-35961	35961	NA	NA	NA	NA
A_36857	chr14	54748135	54748635	-0.69528954955749	0.053097988226169	intron (NM_016972, intron 3 of 10)	intron (NM_016972, intron 3 of 10)	Slc7a8	33311	33311	-0.0252950029527536	0.896037458083951	no	NA
A_37015	chr14	60693053	60693553	-0.727757345369541	0.0187561406777077	intron (NM_001033272, intron 2 of 12)	intron (NM_001033272, intron 2 of 12)	Spata13	59052	59052	-0.0100341857267879	0.953575719120859	no	NA
A_37015	chr14	60693053	60693553	-0.727757345369541	0.0187561406777077	intron (NM_001033272, intron 2 of 12)	intron (NM_001033272, intron 2 of 12)	C1qtnf9	-74581	74581	NA	NA	NA	NA
A_37170	chr14	66190238	66190738	-0.78983144133353	0.000923508377785907	intron (NM_001162366, intron 2 of 30)	intron (NM_001162366, intron 2 of 30)	Chrna2	55199	55199	0.000926043503638413	NA	NA	NA
A_37170	chr14	66190238	66190738	-0.78983144133353	0.000923508377785907	intron (NM_001162366, intron 2 of 30)	intron (NM_001162366, intron 2 of 30)	Ptk2b	90314	90314	-0.00153401914068554	0.999366543881748	no	NA
A_37360	chr14	73913793	73914293	-1.00693334930515	0.0229336206283237	Intergenic	ORR1E|LTR|ERVL-MaLR	Nudt15	-365551	365551	-0.00857971085301014	0.9430838703037	no	NA
A_37360	chr14	73913793	73914293	-1.00693334930515	0.0229336206283237	Intergenic	ORR1E|LTR|ERVL-MaLR	Htr2a	-726547	726547	-0.00528801527282481	0.979733168531473	no	NA
A_3745	chr1	189217768	189218268	-0.704520073927111	0.045361019052259	intron (NM_001159850, intron 6 of 6)	intron (NM_001159850, intron 6 of 6)	Kctd3	-209927	209927	-0.0212336100782871	0.938645298916159	no	NA
A_3745	chr1	189217768	189218268	-0.704520073927111	0.045361019052259	intron (NM_001159850, intron 6 of 6)	intron (NM_001159850, intron 6 of 6)	Kcnk2	184005	184005	-0.0343471714656698	0.785048946869288	no	NA
A_37489	chr14	78383191	78383691	-0.647154740871052	0.0112688720811479	Intergenic	Intergenic	Tnfsf11	-75148	75148	NA	NA	NA	NA
A_37489	chr14	78383191	78383691	-0.647154740871052	0.0112688720811479	Intergenic	Intergenic	Akap11	153117	153117	-0.0199038847850356	0.913100217720491	no	NA
A_37490	chr14	78397822	78398322	-0.898212308729978	0.090891907047839	Intergenic	Intergenic	Tnfsf11	-89779	89779	NA	NA	NA	NA
A_37490	chr14	78397822	78398322	-0.898212308729978	0.090891907047839	Intergenic	Intergenic	Akap11	138486	138486	-0.0199038847850356	0.913100217720491	no	NA
A_37546	chr14	80025607	80026107	-0.90933578979768	0.00839843724361706	Intergenic	Intergenic	Olfm4	134561	134561	-0.0033871496004529	0.951321391031876	no	NA
A_37958	chr14	118883978	118884478	-0.712215934050727	0.0986365304229838	intron (NM_001360413, intron 15 of 18)	L1_Rod|LINE|L1	Cldn10	96070	96070	0.00100743592423351	0.997676447099142	no	NA
A_37958	chr14	118883978	118884478	-0.712215934050727	0.0986365304229838	intron (NM_001360413, intron 15 of 18)	L1_Rod|LINE|L1	Dzip1	40982	40982	0.0218381757192916	0.92766346258144	no	NA
A_38032	chr14	121198862	121199362	-0.861769878102086	0.0085601120534379	intron (NM_134082, intron 2 of 26)	intron (NM_134082, intron 2 of 26)	Farp1	163662	163662	0.00726705300976743	0.970035593635642	no	NA
A_38032	chr14	121198862	121199362	-0.861769878102086	0.0085601120534379	intron (NM_134082, intron 2 of 26)	intron (NM_134082, intron 2 of 26)	Stk24	180649	180649	-0.00962490064076461	0.970699335295837	no	NA
A_38581	chr15	34407010	34407510	-0.867949180845482	0.0363464846197951	intron (NM_001358780, intron 8 of 18)	intron (NM_001358780, intron 8 of 18)	9430069I07Rik	-49138	49138	NA	NA	NA	NA
A_38581	chr15	34407010	34407510	-0.867949180845482	0.0363464846197951	intron (NM_001358780, intron 8 of 18)	intron (NM_001358780, intron 8 of 18)	Rpl30	36130	36130	-0.0180215374019198	0.92582875588397	no	NA
A_38681	chr15	38585563	38586063	-0.767814421213907	0.0363464846197951	intron (NR_045757, intron 2 of 2)	L2b|LINE|L2	Azin1	-66297	66297	-0.0277452853348717	0.890016605269722	no	NA
A_38681	chr15	38585563	38586063	-0.767814421213907	0.0363464846197951	intron (NR_045757, intron 2 of 2)	L2b|LINE|L2	Atp6v1c1	-75870	75870	-0.0166024341356765	0.953482788717001	no	NA
A_39009	chr15	57847862	57848362	-0.909927680210291	0.00122660595717341	Intergenic	MIRb|SINE|MIR	Zhx2	153197	153197	0.00189578455762718	0.996808819006661	no	NA
A_39009	chr15	57847862	57848362	-0.909927680210291	0.00122660595717341	Intergenic	MIRb|SINE|MIR	Derl1	44086	44086	-0.0212842957626352	0.9222687720316	no	NA
A_39240	chr15	68286931	68287431	-0.557414403647893	0.0763671870136292	Intergenic	Intergenic	Zfat	-28075	28075	0.0123354627288731	0.85931493951483	no	NA
A_39240	chr15	68286931	68287431	-0.557414403647893	0.0763671870136292	Intergenic	Intergenic	Khdrbs3	-640989	640989	-0.036022707410559	0.823503707591257	no	NA
A_3942	chr2	4529285	4529785	-0.619830110750401	0.0055510848823096	intron (NM_172475, intron 7 of 22)	intron (NM_172475, intron 7 of 22)	Frmd4a	511568	511568	0.0151808840715274	0.951321391031876	no	NA
A_3942	chr2	4529285	4529785	-0.619830110750401	0.0055510848823096	intron (NM_172475, intron 7 of 22)	intron (NM_172475, intron 7 of 22)	Prpf18	122328	122328	-0.00263291329161964	0.994886957590173	no	NA
A_39619	chr15	83312887	83313387	-1.0416541091211	0.00262787042642049	intron (NM_001357756, intron 11 of 15)	intron (NM_001357756, intron 11 of 15)	A4galt	-61113	61113	0.00850105615995045	0.842145137281101	no	NA
A_39619	chr15	83312887	83313387	-1.0416541091211	0.00262787042642049	intron (NM_001357756, intron 11 of 15)	intron (NM_001357756, intron 11 of 15)	Arfgap3	36860	36860	0.0025112909103911	0.993134863847755	no	NA
A_40505	chr16	24149384	24149884	-0.875271865853295	0.0242890737657552	Intergenic	Intergenic	Bcl6	-160532	160532	-0.311102346493867	0.038111685772907	yes	same
A_40505	chr16	24149384	24149884	-0.875271865853295	0.0242890737657552	Intergenic	Intergenic	Lpp	-243623	243623	0.0033108586725843	0.98557825549142	no	NA
A_40510	chr16	24390507	24391007	-0.65802419950687	0.0494127361166352	Intergenic	Intergenic	Lpp	-2500	2500	0.0033108586725843	0.98557825549142	no	NA
A_40515	chr16	24483517	24484017	-0.678677048077452	0.0439971170402799	intron (NM_001145952, intron 2 of 11)	intron (NM_001145952, intron 2 of 11)	Lpp	90010	90010	0.0033108586725843	0.98557825549142	no	NA
A_40515	chr16	24483517	24484017	-0.678677048077452	0.0439971170402799	intron (NM_001145952, intron 2 of 11)	intron (NM_001145952, intron 2 of 11)	Tprg1	-802800	802800	NA	NA	NA	NA
A_40753	chr16	35183081	35183581	-1.41780575129311	5.06640333200241e-09	intron (NM_001012765, intron 1 of 20)	intron (NM_001012765, intron 1 of 20)	Adcy5	28204	28204	-0.00887836511266518	0.979054791750612	no	NA
A_40753	chr16	35183081	35183581	-1.41780575129311	5.06640333200241e-09	intron (NM_001012765, intron 1 of 20)	intron (NM_001012765, intron 1 of 20)	Sec22a	180337	180337	-0.00042826724272905	0.999722088192533	no	NA
A_41207	chr16	63086398	63086898	-0.808239604613557	0.0518600610857303	Intergenic	MLT1F1|LTR|ERVL-MaLR	Pros1	232091	232091	0.0076347267620775	0.958852656683338	no	NA
A_41207	chr16	63086398	63086898	-0.808239604613557	0.0518600610857303	Intergenic	MLT1F1|LTR|ERVL-MaLR	Epha3	777277	777277	-0.00793444909447051	0.942091514418634	no	NA
A_413	chr1	26276593	26277093	0.830792946980298	0.0905699137317824	Intergenic	MTEb|LTR|ERVL-MaLR	Adgrb3	-446886	446886	-0.0270581565163628	0.890071406843774	no	NA
A_413	chr1	26276593	26277093	0.830792946980298	0.0905699137317824	Intergenic	MTEb|LTR|ERVL-MaLR	4931408C20Rik	410367	410367	NA	NA	NA	NA
A_41312	chr16	72794949	72795449	-0.698765824796946	0.015520335602097	intron (NM_019413, intron 2 of 28)	intron (NM_019413, intron 2 of 28)	Robo1	486643	486643	-0.0134467299325935	0.958852656683338	no	NA
A_41497	chr16	86536441	86536941	-1.41413473522697	3.08760439046398e-05	Intergenic	Intergenic	Adamts5	-634613	634613	0.00284708076066202	0.980493776116045	no	NA
A_41497	chr16	86536441	86536941	-1.41413473522697	3.08760439046398e-05	Intergenic	Intergenic	N6amt1	-817244	817244	-0.00452011001514884	0.979733168531473	no	NA
A_41794	chr17	5115961	5116461	-0.793622609670161	0.097581431518565	intron (NM_001085355, intron 3 of 19)	intron (NM_001085355, intron 3 of 19)	Arid1b	121629	121629	-0.0195602929688447	0.943656999230784	no	NA
