ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
9934	"ENSMUSG00000022680.15"	"Pdxdc1"	chr16	-	13699741	13699822	13702429	13702492	13697289	13697436	13705560	13705634
9935	"ENSMUSG00000022680.15"	"Pdxdc1"	chr16	-	13699741	13699822	13702429	13702521	13697289	13697436	13705560	13705634
9936	"ENSMUSG00000022681.16"	"Ntan1"	chr16	+	13648978	13649035	13649470	13649524	13646868	13646942	13650200	13650298
9937	"ENSMUSG00000022681.16"	"Ntan1"	chr16	+	13648978	13649035	13649472	13649524	13646868	13646942	13650200	13650298
9938	"ENSMUSG00000022681.16"	"Ntan1"	chr16	+	13648981	13649035	13649472	13649524	13646868	13646942	13650200	13650298
9939	"ENSMUSG00000022494.16"	"Shisa9"	chr16	+	12063740	12063892	12066944	12067041	12062471	12062627	12085287	12088766
9940	"ENSMUSG00000022494.16"	"Shisa9"	chr16	+	12066944	12067041	12067539	12067643	12062471	12062627	12070648	12070696
9941	"ENSMUSG00000037972.8"	"Snn"	chr16	+	10884807	10885047	10889498	10889993	10884193	10884311	10890095	10892849
9942	"ENSMUSG00000068663.15"	"Clec16a"	chr16	+	10389532	10389538	10390661	10390787	10389357	10389463	10391163	10391287
9943	"ENSMUSG00000024462.18"	"Gabbr1"	chr17	+	37359312	37359434	37360544	37360584	37358345	37358549	37360668	37360689
9944	"ENSMUSG00000024462.18"	"Gabbr1"	chr17	+	37359312	37359498	37360544	37360584	37358345	37358549	37360668	37360689
9945	"ENSMUSG00000118604.2"	"Gm53013"	chrX	+	60165617	60165765	60176971	60177015	60162947	60163030	60178326	60178402
9946	"ENSMUSG00000118604.2"	"Gm53013"	chrX	+	60165617	60165765	60176971	60177023	60162947	60163030	60178326	60178402
9947	"ENSMUSG00000118604.2"	"Gm53013"	chrX	+	60165666	60165765	60176971	60177015	60162947	60163030	60178326	60178402
9948	"ENSMUSG00000118604.2"	"Gm53013"	chrX	+	60165666	60165765	60176971	60177023	60162947	60163030	60178326	60178402
9949	"ENSMUSG00000118604.2"	"Gm53013"	chrX	+	60165666	60165765	60176971	60177109	60162947	60163030	60178326	60178402
9950	"ENSMUSG00000118604.2"	"Gm53013"	chrX	+	60165669	60165765	60176971	60177015	60162947	60163030	60178326	60178402
9951	"ENSMUSG00000118604.2"	"Gm53013"	chrX	+	60165669	60165765	60176971	60177023	60162947	60163030	60178326	60178402
9952	"ENSMUSG00000118604.2"	"Gm53013"	chrX	+	60165669	60165765	60176971	60177109	60162947	60163030	60178326	60178402
9953	"ENSMUSG00000118604.2"	"Gm53013"	chrX	+	60178336	60178402	60247301	60247380	60162192	60162297	60334198	60334271
9954	"ENSMUSG00000118604.2"	"Gm53013"	chrX	+	60178336	60178402	60247301	60247390	60162192	60162297	60334198	60334271
9955	"ENSMUSG00000118604.2"	"Gm53013"	chrX	+	60178336	60178402	60247301	60247391	60162192	60162297	60334198	60334271
9956	"ENSMUSG00000022710.18"	"Usp7"	chr16	-	8515756	8515858	8516385	8516450	8515514	8515559	8516583	8516673
9957	"ENSMUSG00000060675.14"	"Plaat3"	chr19	+	7552292	7552404	7556318	7556587	7535296	7535360	7562929	7564076
9958	"ENSMUSG00000060675.14"	"Plaat3"	chr19	+	7552292	7552404	7556318	7556425	7535296	7535360	7562929	7565910
9959	"ENSMUSG00000060675.14"	"Plaat3"	chr19	+	7552292	7552404	7556318	7556703	7535296	7535360	7562929	7565910
9960	"ENSMUSG00000060675.14"	"Plaat3"	chr19	+	7552301	7552404	7556318	7556425	7535296	7535360	7562929	7565910
9961	"ENSMUSG00000060675.14"	"Plaat3"	chr19	+	7552301	7552404	7556318	7556703	7535296	7535360	7562929	7565910
9962	"ENSMUSG00000060675.14"	"Plaat3"	chr19	+	7552302	7552404	7556318	7556587	7535296	7535360	7562929	7564076
9963	"ENSMUSG00000060675.14"	"Plaat3"	chr19	+	7552302	7552404	7556318	7556425	7535296	7535360	7562929	7565910
9964	"ENSMUSG00000060675.14"	"Plaat3"	chr19	+	7552302	7552404	7556318	7556703	7535296	7535360	7562929	7565910
9965	"ENSMUSG00000057880.13"	"Abat"	chr16	+	8333454	8333556	8354169	8354358	8331348	8331438	8390699	8390814
9966	"ENSMUSG00000057880.13"	"Abat"	chr16	+	8333454	8333556	8386823	8386928	8331348	8331438	8390699	8390814
9967	"ENSMUSG00000057880.13"	"Abat"	chr16	+	8354169	8354358	8386823	8386928	8331348	8331438	8390699	8390814
9968	"ENSMUSG00000039427.15"	"Alg1"	chr16	+	5054193	5054332	5056508	5056598	5053033	5053130	5056919	5057030
9969	"ENSMUSG00000039427.15"	"Alg1"	chr16	+	5058007	5058050	5058322	5058382	5057769	5057891	5059149	5059260
9970	"ENSMUSG00000039427.15"	"Alg1"	chr16	+	5058009	5058046	5058322	5058382	5057769	5057891	5059149	5059260
9971	"ENSMUSG00000039427.15"	"Alg1"	chr16	+	5058009	5058050	5058322	5058382	5057769	5057891	5059149	5059260
9972	"ENSMUSG00000091712.3"	"Sec14l5"	chr16	+	4998079	4998214	4998257	4998377	4996357	4996492	4998533	4998761
9973	"ENSMUSG00000091712.3"	"Sec14l5"	chr16	+	4998079	4998214	4998257	4998400	4996357	4996492	4998533	4998761
9974	"ENSMUSG00000022515.7"	"Anks3"	chr16	-	4768476	4768632	4771682	4772153	4766089	4766227	4773721	4773803
9975	"ENSMUSG00000022517.18"	"Mgrn1"	chr16	+	4731524	4731671	4733616	4733683	4729185	4729332	4733968	4734018
9976	"ENSMUSG00000022517.18"	"Mgrn1"	chr16	+	4731559	4731671	4733616	4733683	4729185	4729332	4733968	4734018
9977	"ENSMUSG00000022517.18"	"Mgrn1"	chr16	+	4747950	4748167	4748422	4748678	4745541	4745765	4748976	4749019
9978	"ENSMUSG00000022517.18"	"Mgrn1"	chr16	+	4748071	4748167	4748422	4748464	4745541	4745765	4748554	4748678
9979	"ENSMUSG00000022517.18"	"Mgrn1"	chr16	+	4748071	4748167	4748422	4748678	4745541	4745765	4748976	4749019
9980	"ENSMUSG00000004069.18"	"Dnaja3"	chr16	+	4522743	4522919	4522996	4523134	4520074	4520172	4523707	4523824
9981	"ENSMUSG00000004069.18"	"Dnaja3"	chr16	+	4522743	4522919	4523062	4523134	4520074	4520172	4523707	4523824
9982	"ENSMUSG00000039637.16"	"Coro7"	chr16	-	4451118	4451265	4451577	4451651	4450276	4450385	4452162	4452771
9983	"ENSMUSG00000039637.16"	"Coro7"	chr16	-	4451118	4451265	4451577	4451681	4450276	4450385	4452162	4452771
9984	"ENSMUSG00000039637.16"	"Coro7"	chr16	-	4451118	4451265	4451577	4451834	4450276	4450385	4452162	4452771
9985	"ENSMUSG00000005981.12"	"Trap1"	chr16	-	3874193	3874303	3878620	3878796	3873660	3873734	3880193	3880265
9986	"ENSMUSG00000093575.2"	"Gm20695"	chr16	+	3719639	3719989	3721329	3721395	3717735	3717832	3729314	3729426
9987	"ENSMUSG00000093575.2"	"Gm20695"	chr16	+	3719639	3719999	3721329	3721395	3717735	3717832	3729314	3729426
9988	"ENSMUSG00000093575.2"	"Gm20695"	chr16	+	3719709	3719989	3721329	3721395	3717735	3717832	3729314	3729426
9989	"ENSMUSG00000093575.2"	"Gm20695"	chr16	+	3719709	3719999	3721329	3721395	3717735	3717832	3729314	3729426
9990	"ENSMUSG00000093575.2"	"Gm20695"	chr16	+	3719894	3719989	3721329	3721395	3717735	3717832	3729314	3729426
9991	"ENSMUSG00000093575.2"	"Gm20695"	chr16	+	3719894	3719999	3721329	3721395	3717735	3717832	3729314	3729426
9992	"ENSMUSG00000093575.2"	"Gm20695"	chr16	+	3719897	3719989	3721329	3721395	3717735	3717832	3729314	3729426
9993	"ENSMUSG00000093575.2"	"Gm20695"	chr16	+	3719897	3719999	3721329	3721395	3717735	3717832	3729314	3729426
9994	"ENSMUSG00000005982.15"	"Naa60"	chr16	+	3717372	3717832	3719639	3719999	3715114	3715244	3721329	3722634
9995	"ENSMUSG00000005982.15"	"Naa60"	chr16	+	3717735	3717832	3719639	3719999	3715114	3715244	3721329	3722634
9996	"ENSMUSG00000046434.17"	"Hnrnpa1"	chr15	+	103151054	103151145	103151486	103151507	103150806	103150899	103152051	103152207
9997	"ENSMUSG00000046434.17"	"Hnrnpa1"	chr15	+	103151054	103151145	103151486	103151507	103150806	103150899	103152385	103152455
9998	"ENSMUSG00000046434.17"	"Hnrnpa1"	chr15	+	103151054	103151432	103151486	103151507	103150806	103150899	103152385	103152455
9999	"ENSMUSG00000046434.17"	"Hnrnpa1"	chr15	+	103151070	103151145	103151486	103151507	103150806	103150899	103152051	103152207
10000	"ENSMUSG00000046434.17"	"Hnrnpa1"	chr15	+	103151070	103151145	103151486	103151507	103150806	103150899	103152385	103152455
10001	"ENSMUSG00000046434.17"	"Hnrnpa1"	chr15	+	103151070	103151432	103151486	103151507	103150806	103150899	103152385	103152455
10002	"ENSMUSG00000046434.17"	"Hnrnpa1"	chr15	+	103151348	103151432	103152033	103152207	103151070	103151145	103152385	103152455
10003	"ENSMUSG00000046434.17"	"Hnrnpa1"	chr15	+	103151348	103151432	103152051	103152207	103151070	103151145	103152385	103152455
10004	"ENSMUSG00000046434.17"	"Hnrnpa1"	chr15	+	103151348	103151432	103152055	103152207	103151070	103151145	103152385	103152455
10005	"ENSMUSG00000046434.17"	"Hnrnpa1"	chr15	+	103151348	103151507	103152033	103152207	103151070	103151145	103152385	103152455
10006	"ENSMUSG00000046434.17"	"Hnrnpa1"	chr15	+	103151348	103151507	103152055	103152207	103151070	103151145	103152385	103152455
10007	"ENSMUSG00000046434.17"	"Hnrnpa1"	chr15	+	103151360	103151432	103152033	103152207	103151070	103151145	103152385	103152455
10008	"ENSMUSG00000046434.17"	"Hnrnpa1"	chr15	+	103151360	103151432	103152051	103152207	103151070	103151145	103152385	103152455
10009	"ENSMUSG00000046434.17"	"Hnrnpa1"	chr15	+	103151360	103151432	103152055	103152207	103151070	103151145	103152385	103152455
10010	"ENSMUSG00000046434.17"	"Hnrnpa1"	chr15	+	103151360	103151507	103152033	103152207	103151070	103151145	103152385	103152455
10011	"ENSMUSG00000046434.17"	"Hnrnpa1"	chr15	+	103151360	103151507	103152051	103152207	103151070	103151145	103152385	103152455
10012	"ENSMUSG00000046434.17"	"Hnrnpa1"	chr15	+	103151360	103151507	103152055	103152207	103151070	103151145	103152385	103152455
10013	"ENSMUSG00000033809.16"	"Alg3"	chr16	-	20427235	20427311	20427491	20427639	20426513	20426634	20427736	20427836
10014	"ENSMUSG00000074746.4"	"Pdzd8"	chr19	-	59303664	59303792	59316182	59316305	59293589	59293752	59333150	59334212
10015	"ENSMUSG00000023050.10"	"Map3k12"	chr15	-	102411923	102412082	102412159	102412226	102411071	102411180	102412549	102412741
10016	"ENSMUSG00000037003.17"	"Tns2"	chr15	+	102016802	102016883	102016914	102017020	102016445	102016510	102017289	102017373
10017	"ENSMUSG00000037353.10"	"Letmd1"	chr15	+	100369548	100369656	100370429	100370512	100367565	100367717	100372903	100373090
10018	"ENSMUSG00000023020.4"	"Cox14"	chr15	+	99624452	99624608	99625215	99625234	99623557	99623729	99625525	99627413
10019	"ENSMUSG00000116358.2"	"Gm49450"	chr15	-	98830572	98830943	98849068	98849211	98830017	98830443	98849349	98849572
10020	"ENSMUSG00000116358.2"	"Gm49450"	chr15	-	98830572	98830943	98849068	98849217	98830017	98830443	98849349	98849572
10021	"ENSMUSG00000031169.14"	"Porcn"	chrX	-	8067622	8067766	8067896	8067911	8067414	8067515	8069264	8069282
10022	"ENSMUSG00000031169.14"	"Porcn"	chrX	-	8067622	8067766	8067901	8067911	8067414	8067515	8069264	8069282
10023	"ENSMUSG00000031169.14"	"Porcn"	chrX	-	8067622	8067808	8067896	8067911	8067414	8067515	8069264	8069282
10024	"ENSMUSG00000031169.14"	"Porcn"	chrX	-	8067622	8067808	8067901	8067911	8067414	8067515	8069264	8069282
10025	"ENSMUSG00000031169.14"	"Porcn"	chrX	-	8067622	8067808	8067896	8067911	8067414	8067515	8069397	8069528
10026	"ENSMUSG00000031169.14"	"Porcn"	chrX	-	8067622	8067808	8067901	8067911	8067414	8067515	8069397	8069528
10027	"ENSMUSG00000031169.14"	"Porcn"	chrX	-	8067622	8067808	8069264	8069282	8067414	8067515	8069397	8069528
10028	"ENSMUSG00000031169.14"	"Porcn"	chrX	-	8067622	8067808	8067901	8067911	8067414	8067515	8070030	8070074
10029	"ENSMUSG00000031169.14"	"Porcn"	chrX	-	8067622	8067911	8069264	8069282	8067414	8067515	8069397	8069528
10030	"ENSMUSG00000031169.14"	"Porcn"	chrX	-	8067682	8067766	8067896	8067911	8067414	8067515	8069264	8069282
10031	"ENSMUSG00000031169.14"	"Porcn"	chrX	-	8067682	8067766	8067901	8067911	8067414	8067515	8069264	8069282
10032	"ENSMUSG00000031169.14"	"Porcn"	chrX	-	8067682	8067808	8067901	8067911	8067414	8067515	8069264	8069282
10033	"ENSMUSG00000031169.14"	"Porcn"	chrX	-	8067682	8067808	8067901	8067911	8067414	8067515	8069397	8069528
10034	"ENSMUSG00000031169.14"	"Porcn"	chrX	-	8067682	8067808	8067901	8067911	8067414	8067515	8070030	8070074
10035	"ENSMUSG00000031169.14"	"Porcn"	chrX	-	8067901	8067911	8069264	8069282	8067414	8067515	8069397	8069528
10036	"ENSMUSG00000003352.15"	"Cacnb3"	chr15	+	98533174	98533219	98536127	98536319	98532985	98533094	98537368	98537491
10037	"ENSMUSG00000003352.15"	"Cacnb3"	chr15	+	98533174	98533273	98536127	98536319	98532985	98533094	98537368	98537491
10038	"ENSMUSG00000003352.15"	"Cacnb3"	chr15	+	98533174	98533282	98536127	98536319	98532985	98533094	98537368	98537491
10039	"ENSMUSG00000072969.3"	"Armcx5"	chrX	+	134644190	134644271	134644440	134644480	134643481	134643727	134645247	134645324
10040	"ENSMUSG00000072969.3"	"Armcx5"	chrX	+	134644190	134644271	134644440	134644654	134643481	134643727	134645247	134645324
10041	"ENSMUSG00000072969.3"	"Armcx5"	chrX	+	134644190	134644363	134644440	134644480	134643481	134643727	134645247	134645324
10042	"ENSMUSG00000072969.3"	"Armcx5"	chrX	+	134644190	134644363	134644440	134644654	134643481	134643727	134645247	134645324
10043	"ENSMUSG00000072969.3"	"Armcx5"	chrX	+	134644311	134644363	134644440	134644480	134643481	134643727	134645247	134645324
10044	"ENSMUSG00000072969.3"	"Armcx5"	chrX	+	134644311	134644363	134644440	134644654	134643481	134643727	134645247	134645324
10045	"ENSMUSG00000036167.17"	"Pphln1"	chr15	+	93308552	93308664	93321894	93321955	93296312	93296342	93339381	93339593
10046	"ENSMUSG00000036167.17"	"Pphln1"	chr15	+	93308572	93308664	93321894	93321955	93296230	93296342	93339381	93339593
10047	"ENSMUSG00000036167.17"	"Pphln1"	chr15	+	93308572	93308664	93321894	93321955	93296344	93296585	93339381	93339593
10048	"ENSMUSG00000022635.10"	"Zcrb1"	chr15	-	93289334	93289375	93291587	93291645	93288931	93289039	93293467	93293496
10049	"ENSMUSG00000022635.10"	"Zcrb1"	chr15	-	93289334	93289375	93291587	93291682	93288931	93289039	93293467	93293496
10050	"ENSMUSG00000022635.10"	"Zcrb1"	chr15	-	93289334	93289446	93291587	93291682	93288931	93289039	93293467	93293496
10051	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	91955627	91955716	91975875	91975991	91949045	91949204	92114196	92114328
10052	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	91955627	91955716	92026008	92026216	91949045	91949204	92114196	92114328
10053	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	91955627	91955716	92026012	92026216	91949045	91949204	92114196	92114328
10054	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	91955627	91955716	92035985	92036062	91949045	91949204	92114196	92114328
10055	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	91955627	91955716	92059361	92059542	91949045	91949204	92114196	92114328
10056	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	91955627	91955716	92059364	92059542	91949045	91949204	92114196	92114328
10057	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	91955627	91955716	92064969	92065002	91949045	91949204	92114196	92114328
10058	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	91975875	91975991	92026008	92026216	91949045	91949204	92114196	92114328
10059	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	91975875	91975991	92026012	92026216	91949045	91949204	92114196	92114328
10060	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	91975875	91975991	92035985	92036062	91949045	91949204	92114196	92114328
10061	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	91975875	91975991	92059361	92059542	91949045	91949204	92114196	92114328
10062	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	91975875	91975991	92059364	92059542	91949045	91949204	92114196	92114328
10063	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	91975875	91975991	92064969	92065002	91949045	91949204	92114196	92114328
10064	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	92026008	92026216	92035985	92036062	91949045	91949204	92114196	92114328
10065	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	92026008	92026216	92059361	92059542	91949045	91949204	92114196	92114328
10066	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	92026008	92026216	92059364	92059542	91949045	91949204	92114196	92114328
10067	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	92026008	92026216	92064969	92065002	91949045	91949204	92114196	92114328
10068	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	92026012	92026216	92035985	92036062	91949045	91949204	92114196	92114328
10069	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	92026012	92026216	92059361	92059542	91949045	91949204	92114196	92114328
10070	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	92026012	92026216	92059364	92059542	91949045	91949204	92114196	92114328
10071	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	92026012	92026216	92064969	92065002	91949045	91949204	92114196	92114328
10072	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	92032050	92032111	92035985	92036062	92026068	92026216	92114196	92114328
10073	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	92032050	92032111	92059227	92059542	92026068	92026216	92114196	92114328
10074	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	92032050	92032111	92059361	92059542	92026068	92026216	92114196	92114328
10075	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	92035985	92036062	92059361	92059542	91949045	91949204	92114196	92114328
10076	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	92035985	92036062	92059364	92059542	91949045	91949204	92114196	92114328
10077	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	92035985	92036062	92064969	92065002	91949045	91949204	92114196	92114328
10078	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	92035985	92036062	92059227	92059542	92026068	92026216	92114196	92114328
10079	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	92035985	92036062	92059361	92059542	92026068	92026216	92114196	92114328
10080	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	92059361	92059542	92064969	92065002	91949045	91949204	92114196	92114328
10081	"ENSMUSG00000055022.15"	"Cntn1"	chr15	+	92059364	92059542	92064969	92065002	91949045	91949204	92114196	92114328
10082	"ENSMUSG00000022623.18"	"Shank3"	chr15	+	89418033	89418121	89418570	89418609	89417576	89417657	89422217	89422241
10083	"ENSMUSG00000022623.18"	"Shank3"	chr15	+	89418570	89418609	89422217	89422241	89417576	89417657	89441937	89444464
10084	"ENSMUSG00000022623.18"	"Shank3"	chr15	+	89418570	89418609	89427304	89427433	89417576	89417657	89441937	89444464
10085	"ENSMUSG00000022623.18"	"Shank3"	chr15	+	89422217	89422241	89427304	89427433	89417576	89417657	89441937	89441963
10086	"ENSMUSG00000116461.2"	"Gm44502"	chr15	-	89312613	89312723	89312916	89313030	89312336	89312432	89313251	89313360
10087	"ENSMUSG00000116461.2"	"Gm44502"	chr15	-	89312668	89312723	89312916	89313030	89312336	89312432	89313251	89313360
10088	"ENSMUSG00000022614.9"	"Lmf2"	chr15	-	89238285	89238698	89238766	89238849	89238031	89238210	89239558	89239862
10089	"ENSMUSG00000022614.9"	"Lmf2"	chr15	-	89238285	89238698	89238766	89238983	89238031	89238210	89239558	89239862
10090	"ENSMUSG00000022614.9"	"Lmf2"	chr15	-	89238285	89238698	89238766	89239020	89238031	89238210	89239558	89239862
10091	"ENSMUSG00000022614.9"	"Lmf2"	chr15	-	89238629	89238698	89238766	89238849	89238285	89238500	89239558	89239862
10092	"ENSMUSG00000022614.9"	"Lmf2"	chr15	-	89238629	89238698	89238766	89238983	89238285	89238500	89239558	89239862
10093	"ENSMUSG00000022614.9"	"Lmf2"	chr15	-	89238629	89238698	89238766	89239020	89238285	89238500	89239558	89239862
10094	"ENSMUSG00000022614.9"	"Lmf2"	chr15	-	89238658	89238698	89238766	89238849	89238031	89238210	89239558	89239862
10095	"ENSMUSG00000022614.9"	"Lmf2"	chr15	-	89238658	89238698	89238766	89238983	89238031	89238210	89239558	89239862
10096	"ENSMUSG00000022614.9"	"Lmf2"	chr15	-	89238658	89238698	89238766	89239020	89238031	89238210	89239558	89239862
10097	"ENSMUSG00000022614.9"	"Lmf2"	chr15	-	89238658	89238698	89238766	89238849	89238285	89238500	89239558	89239862
10098	"ENSMUSG00000022614.9"	"Lmf2"	chr15	-	89238658	89238698	89238766	89238983	89238285	89238500	89239558	89239862
10099	"ENSMUSG00000022614.9"	"Lmf2"	chr15	-	89238658	89238698	89238766	89239020	89238285	89238500	89239558	89239862
10100	"ENSMUSG00000036561.10"	"Ppp6r2"	chr15	+	89127507	89127915	89130460	89130543	89126362	89126491	89137221	89137464
10101	"ENSMUSG00000036561.10"	"Ppp6r2"	chr15	+	89130523	89130543	89137221	89137464	89127507	89127662	89140865	89141052
10102	"ENSMUSG00000036561.10"	"Ppp6r2"	chr15	+	89130523	89130543	89137221	89137453	89127507	89127662	89140911	89141052
10103	"ENSMUSG00000036561.10"	"Ppp6r2"	chr15	+	89130523	89130543	89140865	89141052	89127507	89127662	89143268	89143406
10104	"ENSMUSG00000036561.10"	"Ppp6r2"	chr15	+	89143268	89143406	89146555	89146705	89140865	89141052	89149331	89149444
10105	"ENSMUSG00000036561.10"	"Ppp6r2"	chr15	+	89143268	89143406	89146555	89146771	89140865	89141052	89149331	89149444
10106	"ENSMUSG00000036561.10"	"Ppp6r2"	chr15	+	89143268	89143406	89146555	89146705	89140865	89141052	89158172	89158388
10107	"ENSMUSG00000015377.11"	"Dennd6b"	chr15	-	89072355	89072379	89072661	89072724	89071534	89071657	89072813	89072893
10108	"ENSMUSG00000015377.11"	"Dennd6b"	chr15	-	89072355	89072379	89072661	89072743	89071534	89071657	89072813	89072893
10109	"ENSMUSG00000015377.11"	"Dennd6b"	chr15	-	89072355	89072379	89072724	89072743	89071534	89071657	89072813	89072893
10110	"ENSMUSG00000015377.11"	"Dennd6b"	chr15	-	89072661	89072724	89072724	89072743	89071534	89071657	89072813	89072893
10111	"ENSMUSG00000062906.13"	"Hdac10"	chr15	-	89010414	89010816	89010843	89010909	89010177	89010284	89011071	89011198
10112	"ENSMUSG00000062906.13"	"Hdac10"	chr15	-	89010414	89010816	89010843	89010946	89010177	89010284	89011071	89011198
10113	"ENSMUSG00000062906.13"	"Hdac10"	chr15	-	89010765	89010816	89010832	89010909	89010580	89010640	89011071	89011198
10114	"ENSMUSG00000062906.13"	"Hdac10"	chr15	-	89010765	89010816	89010832	89010946	89010580	89010640	89011071	89011198
10115	"ENSMUSG00000062906.13"	"Hdac10"	chr15	-	89010765	89010816	89010843	89010909	89010580	89010640	89011071	89011198
10116	"ENSMUSG00000062906.13"	"Hdac10"	chr15	-	89010765	89010816	89010843	89010946	89010580	89010640	89011071	89011198
10117	"ENSMUSG00000062906.13"	"Hdac10"	chr15	-	89010765	89011198	89011352	89011421	89010580	89010640	89011588	89011693
10118	"ENSMUSG00000022387.18"	"Brd1"	chr15	-	88596818	88597010	88597057	88597131	88591236	88591497	88597500	88597629
10119	"ENSMUSG00000054863.10"	"Tafa5"	chr15	+	87589327	87589473	87604060	87604108	87565680	87565830	87604702	87604830
10120	"ENSMUSG00000054863.10"	"Tafa5"	chr15	+	87610218	87610369	87610902	87611329	87604702	87604830	87641497	87643565
10121	"ENSMUSG00000054863.10"	"Tafa5"	chr15	+	87610218	87610369	87621845	87621931	87604702	87604830	87641497	87643565
10122	"ENSMUSG00000054863.10"	"Tafa5"	chr15	+	87610902	87611329	87621845	87621931	87604702	87604830	87641497	87643565
10123	"ENSMUSG00000046991.13"	"Wdr27"	chr17	-	15129031	15129152	15129746	15129868	15128800	15128890	15130265	15130363
10124	"ENSMUSG00000063160.13"	"Numbl"	chr7	+	26966123	26966226	26968203	26968344	26965979	26966054	26973379	26973569
10125	"ENSMUSG00000024773.16"	"Atg2a"	chr19	+	6305648	6305696	6305696	6305857	6305438	6305568	6306197	6306406
10126	"ENSMUSG00000042761.15"	"Mrap2"	chr9	+	87026583	87026728	87036765	87036888	87026395	87026450	87051577	87051711
10127	"ENSMUSG00000025324.9"	"Atp10a"	chr7	+	58436202	58436333	58437658	58437829	58434973	58435105	58437941	58438194
10128	"ENSMUSG00000030451.17"	"Herc2"	chr7	+	55787300	55787619	55788526	55788718	55786968	55787142	55795511	55795699
10129	"ENSMUSG00000030452.17"	"Nipa2"	chr7	-	55594379	55594457	55611199	55611320	55587319	55587410	55612143	55612178
10130	"ENSMUSG00000030452.17"	"Nipa2"	chr7	-	55594379	55594833	55611199	55611320	55587319	55587410	55611947	55612224
10131	"ENSMUSG00000063297.8"	"Luzp2"	chr7	+	54637399	54637486	54724773	54724836	54485362	54485768	54816947	54817010
10132	"ENSMUSG00000020859.18"	"Spag9"	chr11	+	93997495	93997608	93999280	93999452	93992916	93992984	94002858	94002972
10133	"ENSMUSG00000023274.15"	"Cd4"	chr6	-	124844627	124844828	124845730	124845844	124843971	124844090	124847207	124847543
10134	"ENSMUSG00000023274.15"	"Cd4"	chr6	-	124844627	124845077	124845730	124845844	124843971	124844090	124847207	124847543
10135	"ENSMUSG00000089872.11"	"Rps6kc1"	chr1	-	190516212	190516355	190528324	190528581	190515760	190515843	190530848	190530938
10136	"ENSMUSG00000089872.11"	"Rps6kc1"	chr1	-	190516212	190516355	190528324	190528618	190515760	190515843	190530848	190530938
10137	"ENSMUSG00000089872.11"	"Rps6kc1"	chr1	-	190576683	190576799	190603788	190604103	190566202	190566295	190617530	190617624
10138	"ENSMUSG00000089872.11"	"Rps6kc1"	chr1	-	190635706	190635862	190635987	190636102	190631647	190631768	190637279	190637315
10139	"ENSMUSG00000003813.16"	"Rad23a"	chr8	-	85564317	85564386	85564635	85564763	85564088	85564219	85564901	85564957
10140	"ENSMUSG00000003813.16"	"Rad23a"	chr8	-	85564317	85564386	85564635	85564763	85564088	85564222	85564901	85564957
10141	"ENSMUSG00000058835.15"	"Abi1"	chr2	-	22840195	22840282	22843446	22843619	22836587	22836773	22847029	22847130
10142	"ENSMUSG00000058835.15"	"Abi1"	chr2	-	22861094	22861271	22884534	22884695	22852412	22852513	22929960	22930253
10143	"ENSMUSG00000058835.15"	"Abi1"	chr2	-	22921111	22921187	22929634	22929763	22884534	22884702	22929960	22930253
10144	"ENSMUSG00000030854.18"	"Ptpn5"	chr7	-	46739524	46739766	46740474	46740497	46738237	46738427	46741124	46741318
10145	"ENSMUSG00000030854.18"	"Ptpn5"	chr7	-	46739524	46739766	46740474	46740531	46738237	46738427	46741124	46741318
10146	"ENSMUSG00000030854.18"	"Ptpn5"	chr7	-	46739524	46739766	46740474	46740556	46738237	46738427	46741124	46741318
