ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
94903	"ENSMUSG00000003992.16"	"Ssbp2"	chr13	+	91752396	91752574	91712728	91712813	91790420	91790510
94904	"ENSMUSG00000003992.16"	"Ssbp2"	chr13	+	91790420	91790510	91712728	91712832	91812236	91812296
94905	"ENSMUSG00000003992.16"	"Ssbp2"	chr13	+	91820627	91820659	91818555	91818583	91823152	91823244
94906	"ENSMUSG00000003992.16"	"Ssbp2"	chr13	+	91843559	91843630	91842137	91842236	91848784	91851548
94907	"ENSMUSG00000066149.12"	"Cdc26"	chr4	-	62318525	62318592	62312870	62313258	62320960	62321152
94908	"ENSMUSG00000066151.13"	"Fkbp15"	chr4	-	62224146	62224259	62223359	62223467	62225131	62225284
94909	"ENSMUSG00000066151.13"	"Fkbp15"	chr4	-	62247101	62247397	62246049	62246156	62247584	62247687
94910	"ENSMUSG00000066151.13"	"Fkbp15"	chr4	-	62258364	62258569	62256722	62256872	62263744	62263814
94911	"ENSMUSG00000066151.13"	"Fkbp15"	chr4	-	62258470	62258928	62252357	62252497	62270669	62270782
94912	"ENSMUSG00000066151.13"	"Fkbp15"	chr4	-	62258858	62258928	62258470	62258569	62270669	62270782
94913	"ENSMUSG00000066151.13"	"Fkbp15"	chr4	-	62264339	62264378	62263744	62263814	62270669	62270782
94914	"ENSMUSG00000066151.13"	"Fkbp15"	chr4	-	62278193	62278259	62270669	62270782	62278606	62278785
94915	"ENSMUSG00000020741.18"	"Cluh"	chr11	+	74542097	74542246	74540655	74540944	74547248	74547451
94916	"ENSMUSG00000020741.18"	"Cluh"	chr11	+	74555591	74555752	74554856	74554957	74555832	74555895
94917	"ENSMUSG00000020741.18"	"Cluh"	chr11	+	74556118	74556601	74555832	74555895	74556748	74556902
94918	"ENSMUSG00000020741.18"	"Cluh"	chr11	+	74556118	74556603	74555832	74555895	74556748	74556892
94919	"ENSMUSG00000020741.18"	"Cluh"	chr11	+	74556123	74556601	74555832	74555895	74556748	74556902
94920	"ENSMUSG00000020741.18"	"Cluh"	chr11	+	74556123	74556603	74555832	74555895	74556748	74556892
94921	"ENSMUSG00000079562.8"	"Maea"	chr5	+	33528106	33528195	33527774	33527908	33528957	33529165
94922	"ENSMUSG00000144038.1"	"ENSMUSG00000144038"	chr5	+	71269803	71269845	71268886	71269085	71272118	71272467
94923	"ENSMUSG00000002012.14"	"Pnck"	chrX	-	72701043	72701113	72700836	72700949	72701325	72701449
94924	"ENSMUSG00000002012.14"	"Pnck"	chrX	-	72701043	72701118	72700836	72700949	72701325	72701449
94925	"ENSMUSG00000002012.14"	"Pnck"	chrX	-	72701043	72701154	72700836	72700949	72701325	72701449
94926	"ENSMUSG00000002012.14"	"Pnck"	chrX	-	72702785	72702855	72702293	72702425	72703318	72703330
94927	"ENSMUSG00000002012.14"	"Pnck"	chrX	-	72702785	72702855	72702293	72702425	72703354	72703434
94928	"ENSMUSG00000032553.15"	"Srprb"	chr9	-	103075552	103075755	103074736	103074819	103075987	103076065
94929	"ENSMUSG00000034872.7"	"Gipc3"	chr10	-	81176160	81176210	81174030	81174112	81177021	81177202
94930	"ENSMUSG00000000560.10"	"Gabra2"	chr5	-	71171758	71171835	71170043	71170126	71192072	71192140
94931	"ENSMUSG00000000560.10"	"Gabra2"	chr5	-	71192072	71192136	71130797	71130970	71249314	71249430
94932	"ENSMUSG00000000560.10"	"Gabra2"	chr5	-	71192072	71192136	71165265	71165409	71249314	71249430
94933	"ENSMUSG00000000560.10"	"Gabra2"	chr5	-	71192072	71192136	71170043	71170126	71249314	71249430
94934	"ENSMUSG00000000560.10"	"Gabra2"	chr5	-	71192072	71192136	71171758	71171979	71249314	71249430
94935	"ENSMUSG00000000560.10"	"Gabra2"	chr5	-	71252303	71252444	71251874	71251961	71252917	71253192
94936	"ENSMUSG00000000560.10"	"Gabra2"	chr5	-	71252408	71252444	71251874	71251961	71252917	71253192
94937	"ENSMUSG00000066510.6"	"Ankdd1a"	chr9	-	65412413	65412509	65411772	65411871	65414897	65414996
94938	"ENSMUSG00000020115.4"	"Tbk1"	chr10	-	121386442	121386610	121382364	121383093	121387155	121387227
94939	"ENSMUSG00000020115.4"	"Tbk1"	chr10	-	121386852	121386963	121382364	121383093	121387155	121387227
94940	"ENSMUSG00000020115.4"	"Tbk1"	chr10	-	121395751	121395839	121393106	121393208	121396145	121396204
94941	"ENSMUSG00000020115.4"	"Tbk1"	chr10	-	121395765	121395839	121393106	121393208	121396145	121396204
94942	"ENSMUSG00000020115.4"	"Tbk1"	chr10	-	121395765	121395843	121393106	121393208	121396145	121396204
94943	"ENSMUSG00000020115.4"	"Tbk1"	chr10	-	121395765	121396204	121393106	121393208	121397481	121397678
94944	"ENSMUSG00000020115.4"	"Tbk1"	chr10	-	121398128	121398309	121397481	121397678	121399830	121400003
94945	"ENSMUSG00000020115.4"	"Tbk1"	chr10	-	121399830	121400000	121397481	121397678	121403933	121404386
94946	"ENSMUSG00000054405.15"	"Dnajc8"	chr4	+	132263293	132263391	132262860	132262974	132265497	132265599
94947	"ENSMUSG00000018559.17"	"Ctdnep1"	chr11	+	69879639	69879765	69879438	69879555	69880307	69880374
94948	"ENSMUSG00000018559.17"	"Ctdnep1"	chr11	+	69879639	69880025	69879438	69879555	69880307	69880392
94949	"ENSMUSG00000018559.17"	"Ctdnep1"	chr11	+	69879706	69879765	69879438	69879555	69880307	69880374
94950	"ENSMUSG00000018559.17"	"Ctdnep1"	chr11	+	69879706	69880025	69879438	69879555	69880307	69880392
94951	"ENSMUSG00000028245.16"	"Nsmaf"	chr4	-	6401247	6401268	6398808	6398959	6406786	6406870
94952	"ENSMUSG00000028245.16"	"Nsmaf"	chr4	-	6406762	6406870	6398808	6398959	6408557	6408681
94953	"ENSMUSG00000028245.16"	"Nsmaf"	chr4	-	6413091	6413225	6409843	6409911	6413567	6413626
94954	"ENSMUSG00000028245.16"	"Nsmaf"	chr4	-	6419434	6419486	6418471	6418523	6419863	6419927
94955	"ENSMUSG00000028245.16"	"Nsmaf"	chr4	-	6419434	6419927	6418471	6418523	6420049	6420140
94956	"ENSMUSG00000038607.13"	"Gng10"	chr4	+	59035553	59035722	59035087	59035318	59039226	59039358
94957	"ENSMUSG00000038607.13"	"Gng10"	chr4	+	59035553	59035893	59035087	59035318	59039226	59039358
94958	"ENSMUSG00000038607.13"	"Gng10"	chr4	+	59039199	59039358	59035087	59035318	59041074	59041903
94959	"ENSMUSG00000038607.13"	"Gng10"	chr4	+	59040140	59040175	59039226	59039358	59041074	59041903
94960	"ENSMUSG00000050812.19"	"Ecpas"	chr4	-	58803392	58803512	58801732	58801804	58803669	58803758
94961	"ENSMUSG00000050812.19"	"Ecpas"	chr4	-	58805519	58805646	58803669	58803758	58807750	58807889
94962	"ENSMUSG00000050812.19"	"Ecpas"	chr4	-	58820127	58820193	58819142	58819264	58821362	58821468
94963	"ENSMUSG00000050812.19"	"Ecpas"	chr4	-	58836636	58836691	58836121	58836256	58840674	58840766
94964	"ENSMUSG00000050812.19"	"Ecpas"	chr4	-	58860860	58860968	58853650	58853736	58861524	58861644
94965	"ENSMUSG00000050812.19"	"Ecpas"	chr4	-	58871961	58872097	58869538	58869554	58872588	58872760
94966	"ENSMUSG00000050812.19"	"Ecpas"	chr4	-	58871994	58872097	58869538	58869554	58872588	58872760
94967	"ENSMUSG00000050812.19"	"Ecpas"	chr4	-	58881997	58882081	58879017	58879134	58885367	58885498
94968	"ENSMUSG00000050812.19"	"Ecpas"	chr4	-	58885368	58885498	58879017	58879134	58912475	58912749
94969	"ENSMUSG00000050812.19"	"Ecpas"	chr4	-	58893203	58893230	58885367	58885498	58905003	58905107
94970	"ENSMUSG00000050812.19"	"Ecpas"	chr4	-	58893203	58893235	58885367	58885498	58905003	58905107
94971	"ENSMUSG00000044055.6"	"Otos"	chr1	-	92573405	92573598	92573055	92573148	92575826	92575976
94972	"ENSMUSG00000028517.9"	"Plpp3"	chr4	+	105063346	105063442	105051999	105052157	105065720	105066001
94973	"ENSMUSG00000028517.9"	"Plpp3"	chr4	+	105064792	105064891	105051999	105052157	105065720	105066001
94974	"ENSMUSG00000034064.15"	"Poglut1"	chr16	-	38369982	38369998	38369704	38369795	38370444	38370584
94975	"ENSMUSG00000062949.14"	"Atp11c"	chrX	-	59274507	59274612	59268649	59271153	59275282	59275373
94976	"ENSMUSG00000062949.14"	"Atp11c"	chrX	-	59274934	59275373	59270982	59271153	59281916	59282070
94977	"ENSMUSG00000062949.14"	"Atp11c"	chrX	-	59275282	59275373	59270982	59271153	59281916	59282070
94978	"ENSMUSG00000062949.14"	"Atp11c"	chrX	-	59275282	59275373	59274507	59274612	59281916	59282070
94979	"ENSMUSG00000062949.14"	"Atp11c"	chrX	-	59281731	59281797	59270982	59271153	59281916	59282070
94980	"ENSMUSG00000026353.10"	"Ubxn4"	chr1	+	128191183	128191241	128190529	128190694	128194026	128194151
94981	"ENSMUSG00000041264.17"	"Uspl1"	chr5	+	149124517	149124673	149121369	149121616	149125154	149125283
94982	"ENSMUSG00000041264.17"	"Uspl1"	chr5	+	149124517	149124673	149122294	149122471	149125154	149125283
94983	"ENSMUSG00000028199.19"	"Cryz"	chr3	+	154317023	154317210	154312083	154312168	154319458	154319487
94984	"ENSMUSG00000038816.15"	"Ctnnal1"	chr4	-	56824657	56824743	56822517	56822555	56826273	56826424
94985	"ENSMUSG00000038816.15"	"Ctnnal1"	chr4	-	56838004	56838293	56837731	56837902	56838965	56839055
94986	"ENSMUSG00000056679.14"	"Gpr173"	chrX	-	151150416	151150493	151126593	151130704	151151046	151151700
94987	"ENSMUSG00000056679.14"	"Gpr173"	chrX	-	151150416	151150493	151150011	151150265	151151046	151151700
94988	"ENSMUSG00000056679.14"	"Gpr173"	chrX	-	151150493	151150506	151126593	151130704	151151046	151151700
94989	"ENSMUSG00000028431.12"	"Elp1"	chr4	-	56773015	56773067	56772380	56772529	56773198	56773336
94990	"ENSMUSG00000028431.12"	"Elp1"	chr4	-	56773031	56773067	56772380	56772529	56773198	56773336
94991	"ENSMUSG00000028431.12"	"Elp1"	chr4	-	56773031	56773101	56772380	56772529	56773198	56773336
94992	"ENSMUSG00000028431.12"	"Elp1"	chr4	-	56775016	56775036	56774687	56774766	56775424	56775540
94993	"ENSMUSG00000028431.12"	"Elp1"	chr4	-	56775016	56775129	56774687	56774766	56775424	56775540
94994	"ENSMUSG00000028431.12"	"Elp1"	chr4	-	56775016	56775166	56774687	56774766	56775424	56775540
94995	"ENSMUSG00000028431.12"	"Elp1"	chr4	-	56779675	56779763	56778958	56779062	56781025	56781217
94996	"ENSMUSG00000140523.1"	"ENSMUSG00000140523"	chr8	-	49419671	49419721	49388175	49388255	49550220	49550298
94997	"ENSMUSG00000139250.1"	"ENSMUSG00000139250"	chr4	+	55297478	55297647	55294096	55294182	55297873	55299021
94998	"ENSMUSG00000038271.18"	"Iffo1"	chr6	+	125126061	125126145	125122988	125122992	125126551	125126612
94999	"ENSMUSG00000038271.18"	"Iffo1"	chr6	+	125126061	125126449	125122988	125122992	125126551	125126612
95000	"ENSMUSG00000038271.18"	"Iffo1"	chr6	+	125126294	125126449	125125969	125126145	125126551	125126612
95001	"ENSMUSG00000038271.18"	"Iffo1"	chr6	+	125126551	125126794	125122203	125122992	125128347	125128488
95002	"ENSMUSG00000038271.18"	"Iffo1"	chr6	+	125127404	125127453	125126703	125126799	125128347	125128488
95003	"ENSMUSG00000038271.18"	"Iffo1"	chr6	+	125129552	125129734	125128760	125128766	125130369	125130465
95004	"ENSMUSG00000038271.18"	"Iffo1"	chr6	+	125131022	125131130	125130372	125130465	125136024	125136155
95005	"ENSMUSG00000097365.9"	"C030034L19Rik"	chr3	+	9475990	9476256	9469877	9469989	9499768	9502293
95006	"ENSMUSG00000097365.9"	"C030034L19Rik"	chr3	+	9475994	9476256	9469877	9469989	9499768	9502293
95007	"ENSMUSG00000060206.12"	"Zfp462"	chr4	+	54948941	54948972	54947975	54948232	55007532	55007782
95008	"ENSMUSG00000060206.12"	"Zfp462"	chr4	+	55004537	55004709	54947975	54948232	55007532	55007782
95009	"ENSMUSG00000060206.12"	"Zfp462"	chr4	+	55007347	55007433	54947975	54948232	55007532	55007782
95010	"ENSMUSG00000060206.12"	"Zfp462"	chr4	+	55016813	55016885	55014682	55014847	55016996	55017100
95011	"ENSMUSG00000060206.12"	"Zfp462"	chr4	+	55016816	55016885	55014682	55014847	55016996	55017100
95012	"ENSMUSG00000060206.12"	"Zfp462"	chr4	+	55022447	55022697	55020088	55020207	55023414	55023606
95013	"ENSMUSG00000023018.6"	"Smarcd1"	chr15	+	99600986	99601174	99600009	99600379	99601455	99601514
95014	"ENSMUSG00000023018.6"	"Smarcd1"	chr15	+	99602211	99602345	99601618	99601741	99603507	99603624
95015	"ENSMUSG00000023018.6"	"Smarcd1"	chr15	+	99609216	99609384	99608973	99609096	99610039	99610141
95016	"ENSMUSG00000023018.6"	"Smarcd1"	chr15	+	99609897	99610141	99608973	99609096	99610252	99610692
95017	"ENSMUSG00000023018.6"	"Smarcd1"	chr15	+	99609910	99610141	99608973	99609096	99610252	99610692
95018	"ENSMUSG00000042810.15"	"Krba1"	chr6	+	48373145	48373457	48372799	48372821	48378047	48379944
95019	"ENSMUSG00000042810.15"	"Krba1"	chr6	+	48373145	48373457	48372799	48372821	48379804	48379944
95020	"ENSMUSG00000042810.15"	"Krba1"	chr6	+	48377834	48378127	48372799	48372821	48379817	48379944
95021	"ENSMUSG00000042810.15"	"Krba1"	chr6	+	48377834	48378127	48372799	48372821	48380311	48380431
95022	"ENSMUSG00000042810.15"	"Krba1"	chr6	+	48378047	48378127	48372591	48372821	48379817	48379944
95023	"ENSMUSG00000042810.15"	"Krba1"	chr6	+	48378047	48378127	48372591	48372821	48380311	48380431
95024	"ENSMUSG00000042810.15"	"Krba1"	chr6	+	48379804	48379944	48373145	48373457	48380356	48380401
95025	"ENSMUSG00000042810.15"	"Krba1"	chr6	+	48379817	48379944	48377834	48378127	48380311	48380431
95026	"ENSMUSG00000042810.15"	"Krba1"	chr6	+	48379828	48379944	48372799	48372821	48380311	48380431
95027	"ENSMUSG00000042810.15"	"Krba1"	chr6	+	48382167	48382589	48380924	48381074	48383230	48383365
95028	"ENSMUSG00000042810.15"	"Krba1"	chr6	+	48382170	48382589	48380924	48381074	48383230	48383365
95029	"ENSMUSG00000042810.15"	"Krba1"	chr6	+	48383767	48383913	48382167	48382323	48384606	48384756
95030	"ENSMUSG00000042810.15"	"Krba1"	chr6	+	48383767	48383913	48383230	48383365	48384606	48384756
95031	"ENSMUSG00000042810.15"	"Krba1"	chr6	+	48389481	48389882	48389207	48389360	48390011	48390206
95032	"ENSMUSG00000042810.15"	"Krba1"	chr6	+	48389801	48389882	48389207	48389360	48390011	48390206
95033	"ENSMUSG00000042810.15"	"Krba1"	chr6	+	48390573	48390639	48390296	48390437	48390989	48391085
95034	"ENSMUSG00000042810.15"	"Krba1"	chr6	+	48390876	48391085	48390296	48390437	48391423	48391534
95035	"ENSMUSG00000042810.15"	"Krba1"	chr6	+	48390974	48391085	48390296	48390437	48391423	48391534
95036	"ENSMUSG00000032026.8"	"Rexo2"	chr9	-	48385503	48385670	48384355	48384440	48386419	48386497
95037	"ENSMUSG00000032026.8"	"Rexo2"	chr9	-	48385503	48385798	48384355	48384440	48386419	48386497
95038	"ENSMUSG00000032026.8"	"Rexo2"	chr9	-	48385503	48385813	48384355	48384440	48386419	48386497
95039	"ENSMUSG00000032026.8"	"Rexo2"	chr9	-	48385701	48385798	48384331	48384440	48386419	48386497
95040	"ENSMUSG00000032026.8"	"Rexo2"	chr9	-	48385760	48385798	48385460	48385670	48386419	48386497
95041	"ENSMUSG00000032026.8"	"Rexo2"	chr9	-	48385984	48386199	48385760	48385813	48386419	48386497
95042	"ENSMUSG00000032026.8"	"Rexo2"	chr9	-	48386141	48386199	48385760	48385813	48386419	48386497
95043	"ENSMUSG00000032026.8"	"Rexo2"	chr9	-	48389896	48389953	48386419	48386497	48390609	48390693
95044	"ENSMUSG00000032026.8"	"Rexo2"	chr9	-	48390595	48390693	48386419	48386497	48391706	48391879
95045	"ENSMUSG00000032026.8"	"Rexo2"	chr9	-	48390605	48390693	48386419	48386497	48391706	48391879
95046	"ENSMUSG00000030584.15"	"Dpf1"	chr7	+	29011037	29011121	29010689	29010817	29012272	29012337
95047	"ENSMUSG00000030584.15"	"Dpf1"	chr7	+	29012997	29013085	29012506	29012638	29013563	29013827
95048	"ENSMUSG00000041132.12"	"N4bp2l1"	chr5	-	150499714	150499803	150497349	150497414	150500104	150500232
95049	"ENSMUSG00000041132.12"	"N4bp2l1"	chr5	-	150500636	150500702	150500104	150500232	150516604	150517234
95050	"ENSMUSG00000041132.12"	"N4bp2l1"	chr5	-	150500636	150500702	150500104	150500232	150517728	150517993
95051	"ENSMUSG00000041132.12"	"N4bp2l1"	chr5	-	150500636	150500764	150499910	150500232	150501598	150501616
95052	"ENSMUSG00000041132.12"	"N4bp2l1"	chr5	-	150501598	150501616	150500104	150500232	150516604	150517234
95053	"ENSMUSG00000041132.12"	"N4bp2l1"	chr5	-	150501598	150501616	150500104	150500232	150517728	150517993
95054	"ENSMUSG00000041132.12"	"N4bp2l1"	chr5	-	150501598	150501616	150500636	150500764	150516604	150517234
95055	"ENSMUSG00000041132.12"	"N4bp2l1"	chr5	-	150501598	150501616	150500636	150500764	150517728	150517993
95056	"ENSMUSG00000041132.12"	"N4bp2l1"	chr5	-	150515838	150516024	150500104	150500232	150516604	150516683
95057	"ENSMUSG00000041132.12"	"N4bp2l1"	chr5	-	150516641	150516683	150500636	150500764	150517728	150517965
95058	"ENSMUSG00000041132.12"	"N4bp2l1"	chr5	-	150516641	150516902	150500636	150500764	150517728	150517993
95059	"ENSMUSG00000032126.17"	"Hmbs"	chr9	-	44248222	44248325	44247635	44248142	44248414	44248468
95060	"ENSMUSG00000014164.16"	"Klhl3"	chr13	-	58198842	58198955	58181039	58181156	58211514	58211677
95061	"ENSMUSG00000014164.16"	"Klhl3"	chr13	-	58209687	58209941	58198842	58198952	58211514	58211677
95062	"ENSMUSG00000040606.15"	"Kazn"	chr4	-	141874107	141874223	141870604	141870655	141874328	141874459
95063	"ENSMUSG00000040606.15"	"Kazn"	chr4	-	141874116	141874223	141870604	141870655	141874328	141874459
95064	"ENSMUSG00000040606.15"	"Kazn"	chr4	-	141892210	141892271	141886354	141886491	141937325	141937517
95065	"ENSMUSG00000026200.14"	"Glb1l"	chr1	-	75177841	75178111	75177587	75177701	75178386	75178505
95066	"ENSMUSG00000026200.14"	"Glb1l"	chr1	-	75177841	75178188	75177587	75177701	75178386	75178505
95067	"ENSMUSG00000026200.14"	"Glb1l"	chr1	-	75177841	75178262	75177587	75177701	75178386	75178505
95068	"ENSMUSG00000026200.14"	"Glb1l"	chr1	-	75178386	75178505	75177841	75178262	75178693	75178734
95069	"ENSMUSG00000038406.18"	"Scaf1"	chr7	-	44655167	44655347	44654828	44655047	44655729	44658396
95070	"ENSMUSG00000038406.18"	"Scaf1"	chr7	-	44661748	44661871	44661546	44661662	44662121	44662219
95071	"ENSMUSG00000038406.18"	"Scaf1"	chr7	-	44661810	44661849	44661581	44661662	44662121	44662219
95072	"ENSMUSG00000038406.18"	"Scaf1"	chr7	-	44661810	44661871	44661581	44661662	44662121	44662219
95073	"ENSMUSG00000038406.18"	"Scaf1"	chr7	-	44664261	44664359	44663627	44663759	44664888	44665281
95074	"ENSMUSG00000037703.15"	"Lzts3"	chr2	-	130479204	130479669	130477692	130478547	130479804	130480015
95075	"ENSMUSG00000037703.15"	"Lzts3"	chr2	-	130479484	130479669	130479204	130479339	130479804	130480015
95076	"ENSMUSG00000125889.1"	"ENSMUSG00000125889"	chr2	-	43602680	43602828	43600221	43601277	43604013	43604356
95077	"ENSMUSG00000026833.19"	"Olfm1"	chr2	+	28098089	28098239	28083003	28083474	28102568	28102699
95078	"ENSMUSG00000026833.19"	"Olfm1"	chr2	+	28101860	28101933	28098089	28098239	28102543	28102699
95079	"ENSMUSG00000026833.19"	"Olfm1"	chr2	+	28101860	28101963	28098089	28098239	28102543	28102699
95080	"ENSMUSG00000026833.19"	"Olfm1"	chr2	+	28102568	28102699	28083104	28083474	28112562	28112669
95081	"ENSMUSG00000026833.19"	"Olfm1"	chr2	+	28102568	28102699	28098089	28098239	28112562	28112669
95082	"ENSMUSG00000026833.19"	"Olfm1"	chr2	+	28102571	28102699	28098089	28098239	28112562	28112669
95083	"ENSMUSG00000026833.19"	"Olfm1"	chr2	+	28102615	28102699	28098089	28098239	28112562	28112669
95084	"ENSMUSG00000026833.19"	"Olfm1"	chr2	+	28104704	28104840	28102543	28102699	28112562	28112669
95085	"ENSMUSG00000027810.15"	"Eif2a"	chr3	+	58434019	58434153	58433723	58433858	58438507	58438577
95086	"ENSMUSG00000027810.15"	"Eif2a"	chr3	+	58446127	58446268	58444954	58445029	58446948	58447067
95087	"ENSMUSG00000024451.10"	"Arap3"	chr18	-	38107154	38107289	38105680	38106704	38107417	38107734
95088	"ENSMUSG00000021420.14"	"Fars2"	chr13	+	36320335	36320394	36301862	36301988	36388491	36389124
95089	"ENSMUSG00000021420.14"	"Fars2"	chr13	+	36391609	36391729	36388491	36389124	36416104	36416264
95090	"ENSMUSG00000022634.10"	"Yaf2"	chr15	-	93184290	93184439	93182158	93183503	93234220	93234346
95091	"ENSMUSG00000022634.10"	"Yaf2"	chr15	-	93215419	93215489	93184290	93184439	93234220	93234346
95092	"ENSMUSG00000022634.10"	"Yaf2"	chr15	-	93215419	93215489	93184290	93184443	93233944	93234346
95093	"ENSMUSG00000022634.10"	"Yaf2"	chr15	-	93233944	93234346	93215419	93215489	93234637	93234689
95094	"ENSMUSG00000022634.10"	"Yaf2"	chr15	-	93234216	93234346	93215419	93215489	93234637	93234689
95095	"ENSMUSG00000035297.15"	"Cops4"	chr5	+	100666680	100666801	100666337	100666416	100675839	100675919
95096	"ENSMUSG00000035297.15"	"Cops4"	chr5	+	100666680	100666801	100666337	100666416	100676404	100676556
95097	"ENSMUSG00000035297.15"	"Cops4"	chr5	+	100671876	100671908	100666337	100666416	100675839	100675919
95098	"ENSMUSG00000035297.15"	"Cops4"	chr5	+	100671876	100671939	100666337	100666416	100675839	100675919
95099	"ENSMUSG00000035297.15"	"Cops4"	chr5	+	100671876	100671951	100666337	100666416	100675839	100675919
95100	"ENSMUSG00000009079.17"	"Ewsr1"	chr11	-	5029484	5029522	5028919	5028952	5032252	5032433
95101	"ENSMUSG00000009079.17"	"Ewsr1"	chr11	-	5034910	5035006	5033359	5033571	5035895	5036063
95102	"ENSMUSG00000009079.17"	"Ewsr1"	chr11	-	5041459	5041474	5037959	5038146	5041858	5041982
95103	"ENSMUSG00000003546.11"	"Klc4"	chr17	-	46956006	46956079	46955174	46955438	46956900	46956948
95104	"ENSMUSG00000025867.9"	"Cplx2"	chr13	+	54520711	54520775	54519161	54519388	54526393	54526512
95105	"ENSMUSG00000025867.9"	"Cplx2"	chr13	+	54524220	54524308	54519161	54519388	54526393	54526512
95106	"ENSMUSG00000025867.9"	"Cplx2"	chr13	+	54524241	54524308	54519161	54519388	54526393	54526512
95107	"ENSMUSG00000002957.12"	"Ap2a2"	chr7	+	141178638	141178808	141177385	141177528	141182145	141182275
95108	"ENSMUSG00000002957.12"	"Ap2a2"	chr7	+	141178652	141178808	141177385	141177528	141182145	141182275
95109	"ENSMUSG00000039693.12"	"Msantd3"	chr4	+	48549921	48550089	48540545	48540568	48552379	48552830
95110	"ENSMUSG00000039693.12"	"Msantd3"	chr4	+	48549924	48549997	48540545	48540568	48552379	48552553
95111	"ENSMUSG00000039693.12"	"Msantd3"	chr4	+	48549924	48550089	48540545	48540568	48552379	48552830
95112	"ENSMUSG00000006378.16"	"Gcat"	chr15	+	78919161	78919261	78918130	78918261	78919456	78919603
95113	"ENSMUSG00000028343.11"	"Erp44"	chr4	-	48209008	48209076	48208696	48208813	48211649	48211707
95114	"ENSMUSG00000028343.11"	"Erp44"	chr4	-	48276741	48276786	48243476	48243549	48279383	48279558
95115	"ENSMUSG00000090015.10"	"Gm15446"	chr5	+	110075067	110075164	110071558	110071632	110080792	110081881
95116	"ENSMUSG00000090015.10"	"Gm15446"	chr5	+	110075067	110075164	110071558	110071632	110088291	110088418
95117	"ENSMUSG00000090015.10"	"Gm15446"	chr5	+	110077854	110077901	110071558	110071632	110088291	110088418
95118	"ENSMUSG00000090015.10"	"Gm15446"	chr5	+	110080792	110081881	110075067	110075164	110088291	110088418
95119	"ENSMUSG00000090015.10"	"Gm15446"	chr5	+	110087305	110087377	110080792	110080892	110088291	110088418
95120	"ENSMUSG00000006522.18"	"Itih3"	chr14	-	30645021	30645137	30644776	30644797	30645413	30645717
95121	"ENSMUSG00000029406.16"	"Pitpnm2"	chr5	-	124264419	124264567	124263361	124263526	124265239	124265410
95122	"ENSMUSG00000029406.16"	"Pitpnm2"	chr5	-	124278586	124278777	124274164	124274464	124280131	124280253
95123	"ENSMUSG00000029406.16"	"Pitpnm2"	chr5	-	124278586	124278827	124274164	124274464	124280131	124280253
95124	"ENSMUSG00000029406.16"	"Pitpnm2"	chr5	-	124278586	124278827	124274164	124274464	124290606	124290782
95125	"ENSMUSG00000029406.16"	"Pitpnm2"	chr5	-	124280131	124280253	124278586	124278827	124290606	124290782
95126	"ENSMUSG00000029406.16"	"Pitpnm2"	chr5	-	124281495	124281751	124280131	124280253	124290606	124290782
95127	"ENSMUSG00000029406.16"	"Pitpnm2"	chr5	-	124290606	124290782	124281495	124281751	124354378	124354480
95128	"ENSMUSG00000029406.16"	"Pitpnm2"	chr5	-	124292304	124292423	124290606	124290782	124322995	124323181
95129	"ENSMUSG00000029406.16"	"Pitpnm2"	chr5	-	124292304	124292423	124290606	124290782	124325001	124325245
95130	"ENSMUSG00000029406.16"	"Pitpnm2"	chr5	-	124292304	124292423	124290606	124290782	124354378	124354481
95131	"ENSMUSG00000029406.16"	"Pitpnm2"	chr5	-	124322995	124323249	124290606	124290782	124325001	124325245
95132	"ENSMUSG00000029406.16"	"Pitpnm2"	chr5	-	124322995	124323253	124290606	124290782	124325001	124325245
95133	"ENSMUSG00000029406.16"	"Pitpnm2"	chr5	-	124322995	124323253	124290606	124290782	124354378	124354481
95134	"ENSMUSG00000029406.16"	"Pitpnm2"	chr5	-	124342197	124342399	124290606	124290782	124354378	124354481
95135	"ENSMUSG00000070858.13"	"Nicol1"	chr5	+	34141063	34141244	34140813	34140983	34141395	34141484
95136	"ENSMUSG00000070858.13"	"Nicol1"	chr5	+	34141063	34141244	34140853	34140908	34141395	34141484
95137	"ENSMUSG00000070858.13"	"Nicol1"	chr5	+	34141100	34141244	34140776	34140908	34141395	34141484
95138	"ENSMUSG00000070858.13"	"Nicol1"	chr5	+	34141100	34141244	34140813	34140983	34141395	34141484
95139	"ENSMUSG00000028339.18"	"Col15a1"	chr4	+	47288477	47288503	47287029	47287092	47289333	47289402
95140	"ENSMUSG00000028339.18"	"Col15a1"	chr4	+	47288477	47288869	47287029	47287092	47289333	47289402
95141	"ENSMUSG00000004535.13"	"Tax1bp1"	chr6	+	52706265	52706471	52704183	52704286	52710175	52710334
95142	"ENSMUSG00000004535.13"	"Tax1bp1"	chr6	+	52716540	52716714	52714066	52714157	52718935	52719160
95143	"ENSMUSG00000004535.13"	"Tax1bp1"	chr6	+	52719655	52719823	52718935	52719160	52721206	52721339
95144	"ENSMUSG00000004535.13"	"Tax1bp1"	chr6	+	52719682	52719823	52718935	52719160	52721206	52721339
95145	"ENSMUSG00000029130.13"	"Rnf32"	chr5	+	29401577	29401878	29400990	29401110	29402923	29403018
