ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
16009	"ENSMUSG00000027829.16"	"Ccnl1"	chr3	-	65857478	65857647	65857633	65857647	65856111	65856211
16010	"ENSMUSG00000027829.16"	"Ccnl1"	chr3	-	65857478	65857965	65857845	65857965	65856111	65856211
16011	"ENSMUSG00000027829.16"	"Ccnl1"	chr3	-	65857478	65857965	65857900	65857965	65856111	65856211
16012	"ENSMUSG00000027829.16"	"Ccnl1"	chr3	-	65857845	65857965	65857900	65857965	65856111	65856211
16013	"ENSMUSG00000061689.16"	"Dlgap4"	chr2	+	156537199	156537372	156537199	156537291	156542525	156543594
16014	"ENSMUSG00000061689.16"	"Dlgap4"	chr2	+	156603692	156603919	156603692	156603848	156604608	156604645
16015	"ENSMUSG00000044350.15"	"Lacc1"	chr14	-	77270625	77270791	77270647	77270791	77268176	77268402
16016	"ENSMUSG00000029436.10"	"Mmp17"	chr5	+	129661232	129661620	129661232	129661512	129671607	129671740
16017	"ENSMUSG00000029436.10"	"Mmp17"	chr5	+	129673610	129673802	129673610	129673780	129675722	129675822
16018	"ENSMUSG00000027775.10"	"Mfsd1"	chr3	+	67491980	67492109	67491980	67492029	67492930	67493043
16019	"ENSMUSG00000027775.10"	"Mfsd1"	chr3	+	67507263	67507385	67507263	67507384	67507925	67507973
16020	"ENSMUSG00000066568.13"	"Lsm14a"	chr7	-	34052802	34052983	34052814	34052983	34050710	34050942
16021	"ENSMUSG00000066568.13"	"Lsm14a"	chr7	-	34056858	34056921	34056862	34056921	34053238	34053272
16022	"ENSMUSG00000066568.13"	"Lsm14a"	chr7	-	34057187	34057367	34057190	34057367	34056866	34056921
16023	"ENSMUSG00000037720.17"	"Tmem33"	chr5	+	67417907	67418149	67417907	67418145	67418306	67418376
16024	"ENSMUSG00000037720.17"	"Tmem33"	chr5	+	67421072	67421203	67421072	67421167	67421612	67421955
16025	"ENSMUSG00000037720.17"	"Tmem33"	chr5	+	67443438	67443615	67443438	67443559	67444352	67448804
16026	"ENSMUSG00000032251.13"	"Irak1bp1"	chr9	+	82719470	82719547	82719470	82719536	82728351	82728482
16027	"ENSMUSG00000022620.15"	"Arsa"	chr15	-	89358989	89359208	89359068	89359208	89358742	89358912
16028	"ENSMUSG00000022620.15"	"Arsa"	chr15	-	89359710	89360316	89360023	89360316	89359324	89359565
16029	"ENSMUSG00000049526.9"	"Tmem202"	chr9	-	59432357	59432845	59432647	59432845	59432000	59432247
16030	"ENSMUSG00000022748.9"	"Cmss1"	chr16	-	57138102	57138343	57138268	57138343	57136524	57136654
16031	"ENSMUSG00000029202.13"	"Pds5a"	chr5	-	65772601	65772947	65772606	65772947	65763063	65767538
16032	"ENSMUSG00000029202.13"	"Pds5a"	chr5	-	65789000	65789124	65789055	65789124	65787261	65787398
16033	"ENSMUSG00000029202.13"	"Pds5a"	chr5	-	65795084	65795205	65795087	65795205	65792657	65792781
16034	"ENSMUSG00000029202.13"	"Pds5a"	chr5	-	65801042	65801478	65801362	65801478	65795899	65796005
16035	"ENSMUSG00000029202.13"	"Pds5a"	chr5	-	65804975	65805348	65805266	65805348	65804430	65804479
16036	"ENSMUSG00000029202.13"	"Pds5a"	chr5	-	65854891	65855199	65854896	65855199	65854105	65854280
16037	"ENSMUSG00000029202.13"	"Pds5a"	chr5	-	65854891	65855199	65855092	65855199	65854105	65854280
16038	"ENSMUSG00000029202.13"	"Pds5a"	chr5	-	65854896	65855199	65855092	65855199	65854105	65854280
16039	"ENSMUSG00000029203.17"	"Ube2k"	chr5	+	65738728	65739098	65738728	65738811	65749218	65749318
16040	"ENSMUSG00000105835.2"	"Gm43552"	chr5	-	65649789	65650176	65650078	65650176	65625735	65625844
16041	"ENSMUSG00000029201.15"	"Ugdh"	chr5	-	65579977	65580245	65580177	65580245	65577591	65577686
16042	"ENSMUSG00000029201.15"	"Ugdh"	chr5	-	65584758	65584927	65584803	65584927	65581384	65581486
16043	"ENSMUSG00000025576.18"	"Rbfox3"	chr11	-	118384924	118385054	118384975	118385054	118382028	118382067
16044	"ENSMUSG00000025576.18"	"Rbfox3"	chr11	-	118394473	118394599	118394545	118394599	118392394	118392455
16045	"ENSMUSG00000025576.18"	"Rbfox3"	chr11	-	118394401	118394599	118394473	118394599	118393667	118393760
16046	"ENSMUSG00000025576.18"	"Rbfox3"	chr11	-	118394401	118394599	118394545	118394599	118393667	118393760
16047	"ENSMUSG00000025576.18"	"Rbfox3"	chr11	-	118394473	118394599	118394545	118394599	118393667	118393760
16048	"ENSMUSG00000025576.18"	"Rbfox3"	chr11	-	118702103	118702242	118702126	118702242	118561474	118561579
16049	"ENSMUSG00000025576.18"	"Rbfox3"	chr11	-	118798386	118798831	118798599	118798831	118702105	118702242
16050	"ENSMUSG00000014496.9"	"Ankrd28"	chr14	-	31429779	31430105	31429959	31430105	31429160	31429243
16051	"ENSMUSG00000014496.9"	"Ankrd28"	chr14	-	31429779	31430105	31429963	31430105	31429160	31429243
16052	"ENSMUSG00000014496.9"	"Ankrd28"	chr14	-	31429959	31430105	31429963	31430105	31429160	31429243
16053	"ENSMUSG00000014496.9"	"Ankrd28"	chr14	-	31437190	31437392	31437332	31437392	31433885	31433973
16054	"ENSMUSG00000014496.9"	"Ankrd28"	chr14	-	31467173	31467320	31467177	31467320	31465179	31465392
16055	"ENSMUSG00000027811.10"	"4930579G24Rik"	chr3	+	79536385	79536663	79536385	79536579	79538435	79540127
16056	"ENSMUSG00000029171.13"	"Pgm2"	chr5	+	64263097	64263287	64263097	64263279	64263950	64264048
16057	"ENSMUSG00000029171.13"	"Pgm2"	chr5	+	64270877	64271332	64270877	64271176	64273642	64273776
16058	"ENSMUSG00000029171.13"	"Pgm2"	chr5	+	64270877	64271340	64270877	64271176	64273642	64273776
16059	"ENSMUSG00000029171.13"	"Pgm2"	chr5	+	64270877	64271340	64270877	64271332	64273642	64273776
16060	"ENSMUSG00000035407.9"	"Kank4"	chr4	-	98665235	98665347	98665281	98665347	98662910	98663129
16061	"ENSMUSG00000059878.13"	"Zfp422"	chr6	-	116605664	116605883	116605738	116605883	116601864	116604094
16062	"ENSMUSG00000029211.12"	"Gabra4"	chr5	-	71814846	71815218	71815066	71815218	71814513	71814632
16063	"ENSMUSG00000029211.12"	"Gabra4"	chr5	-	71814846	71815233	71815134	71815233	71814513	71814632
16064	"ENSMUSG00000109729.2"	"Gm45418"	chr8	-	62380784	62381033	62380798	62381033	62374978	62375104
16065	"ENSMUSG00000019738.16"	"Polr2i"	chr7	+	29931928	29932248	29931928	29931961	29932331	29932406
16066	"ENSMUSG00000019738.16"	"Polr2i"	chr7	+	29931928	29932410	29931928	29932406	29932491	29932544
16067	"ENSMUSG00000021466.13"	"Ptch1"	chr13	-	63680350	63680660	63680421	63680660	63674960	63675103
16068	"ENSMUSG00000021466.13"	"Ptch1"	chr13	-	63712722	63713088	63713013	63713088	63711436	63711629
16069	"ENSMUSG00000034685.5"	"Fam171a2"	chr11	-	102334789	102335017	102334791	102335017	102334475	102334568
16070	"ENSMUSG00000034685.5"	"Fam171a2"	chr11	-	102334789	102335017	102335003	102335017	102334475	102334568
16071	"ENSMUSG00000034685.5"	"Fam171a2"	chr11	-	102334791	102335017	102334997	102335017	102334475	102334568
16072	"ENSMUSG00000034685.5"	"Fam171a2"	chr11	-	102334791	102335017	102335003	102335017	102334475	102334568
16073	"ENSMUSG00000034685.5"	"Fam171a2"	chr11	-	102334997	102335017	102335003	102335017	102334475	102334568
16074	"ENSMUSG00000028809.17"	"Srrm1"	chr4	-	135052129	135052591	135052130	135052591	135051224	135051420
16075	"ENSMUSG00000028809.17"	"Srrm1"	chr4	-	135056314	135056801	135056683	135056801	135054402	135054534
16076	"ENSMUSG00000028809.17"	"Srrm1"	chr4	-	135058986	135059115	135059031	135059115	135056683	135056828
16077	"ENSMUSG00000028809.17"	"Srrm1"	chr4	-	135065114	135065384	135065120	135065384	135059468	135059549
16078	"ENSMUSG00000028809.17"	"Srrm1"	chr4	-	135065859	135065897	135065872	135065897	135065114	135065389
16079	"ENSMUSG00000028809.17"	"Srrm1"	chr4	-	135067813	135067915	135067832	135067915	135065114	135065389
16080	"ENSMUSG00000028809.17"	"Srrm1"	chr4	-	135069971	135070054	135069975	135070054	135069680	135069884
16081	"ENSMUSG00000028809.17"	"Srrm1"	chr4	-	135072506	135072788	135072645	135072788	135071838	135071980
16082	"ENSMUSG00000028809.17"	"Srrm1"	chr4	-	135073626	135073696	135073685	135073696	135071838	135071980
16083	"ENSMUSG00000028809.17"	"Srrm1"	chr4	-	135080041	135080445	135080407	135080445	135074425	135074515
16084	"ENSMUSG00000004267.17"	"Eno2"	chr6	-	124739967	124740109	124739970	124740109	124739615	124739724
16085	"ENSMUSG00000004267.17"	"Eno2"	chr6	-	124739967	124740109	124740005	124740109	124739615	124739724
16086	"ENSMUSG00000004267.17"	"Eno2"	chr6	-	124739970	124740109	124740005	124740109	124739615	124739724
16087	"ENSMUSG00000004267.17"	"Eno2"	chr6	-	124740689	124740887	124740827	124740887	124739967	124740169
16088	"ENSMUSG00000004267.17"	"Eno2"	chr6	-	124743067	124743525	124743493	124743525	124740689	124740887
16089	"ENSMUSG00000004267.17"	"Eno2"	chr6	-	124743439	124743525	124743493	124743525	124743247	124743290
16090	"ENSMUSG00000004267.17"	"Eno2"	chr6	-	124744502	124744561	124744507	124744561	124743995	124744065
16091	"ENSMUSG00000004267.17"	"Eno2"	chr6	-	124746211	124746513	124746394	124746513	124745200	124745300
16092	"ENSMUSG00000004267.17"	"Eno2"	chr6	-	124746394	124746479	124746399	124746479	124745200	124745300
16093	"ENSMUSG00000122231.1"	"ENSMUSG00000122231"	chr5	+	54302970	54303936	54302970	54303165	54304245	54305114
16094	"ENSMUSG00000039178.10"	"Tbc1d19"	chr5	+	53987796	53988071	53987796	53987842	53988708	53988830
16095	"ENSMUSG00000039178.10"	"Tbc1d19"	chr5	+	53987796	53987897	53987796	53987842	53988730	53988830
16096	"ENSMUSG00000039178.10"	"Tbc1d19"	chr5	+	54058918	54059127	54058918	54058989	54060673	54061307
16097	"ENSMUSG00000061461.12"	"Smim20"	chr5	+	53424479	53424929	53424479	53424700	53434484	53434541
16098	"ENSMUSG00000061461.12"	"Smim20"	chr5	+	53425364	53425852	53425364	53425412	53434484	53434541
16099	"ENSMUSG00000061461.12"	"Smim20"	chr5	+	53425364	53425852	53425364	53425673	53434484	53434541
16100	"ENSMUSG00000006386.16"	"Tek"	chr4	+	94751849	94752093	94751849	94751920	94752841	94752882
16101	"ENSMUSG00000030268.18"	"Bcat1"	chr6	-	144986422	144986593	144986467	144986593	144985922	144986065
16102	"ENSMUSG00000030268.18"	"Bcat1"	chr6	-	144994210	144994336	144994288	144994336	144993017	144993089
16103	"ENSMUSG00000032327.15"	"Stra6"	chr9	+	58047696	58048084	58047696	58047836	58048338	58048505
16104	"ENSMUSG00000071658.6"	"Gng3"	chr19	-	8816354	8816558	8816471	8816558	8815917	8816017
16105	"ENSMUSG00000008090.15"	"Fgfrl1"	chr5	+	108840247	108840479	108840247	108840321	108842760	108842984
16106	"ENSMUSG00000008090.15"	"Fgfrl1"	chr5	+	108842133	108842398	108842133	108842254	108842760	108842984
16107	"ENSMUSG00000008090.15"	"Fgfrl1"	chr5	+	108852720	108853005	108852720	108852936	108853084	108853438
16108	"ENSMUSG00000029819.7"	"Npy"	chr6	+	49799689	49799997	49799689	49799781	49800577	49800765
16109	"ENSMUSG00000029819.7"	"Npy"	chr6	+	49799689	49800151	49799689	49799781	49800577	49800765
16110	"ENSMUSG00000029819.7"	"Npy"	chr6	+	49799689	49800151	49799689	49799997	49800577	49800765
16111	"ENSMUSG00000037993.9"	"Dhx38"	chr8	-	110280779	110280892	110280792	110280892	110279976	110280185
16112	"ENSMUSG00000037993.9"	"Dhx38"	chr8	-	110280779	110280892	110280821	110280892	110279976	110280185
16113	"ENSMUSG00000037993.9"	"Dhx38"	chr8	-	110280792	110280892	110280821	110280892	110279976	110280185
16114	"ENSMUSG00000037993.9"	"Dhx38"	chr8	-	110282263	110282412	110282271	110282412	110281751	110281862
16115	"ENSMUSG00000029088.17"	"Kcnip4"	chr5	-	48552932	48553406	48553346	48553406	48546853	48548298
16116	"ENSMUSG00000029088.17"	"Kcnip4"	chr5	-	49681982	49682106	49682090	49682106	48639872	48639997
16117	"ENSMUSG00000040591.19"	"Cstpp1"	chr2	-	91111725	91112200	91112090	91112200	91109534	91109598
16118	"ENSMUSG00000040591.19"	"Cstpp1"	chr2	-	91214073	91214204	91214076	91214204	91135093	91135178
16119	"ENSMUSG00000040591.19"	"Cstpp1"	chr2	-	91274624	91274967	91274913	91274967	91252210	91252313
16120	"ENSMUSG00000033676.14"	"Gabrb3"	chr7	+	57415171	57415468	57415171	57415392	57438613	57438696
16121	"ENSMUSG00000033676.14"	"Gabrb3"	chr7	+	57442239	57442500	57442239	57442377	57461801	57461954
16122	"ENSMUSG00000033676.14"	"Gabrb3"	chr7	+	57461801	57461954	57461801	57461953	57466022	57466267
16123	"ENSMUSG00000015880.14"	"Ncapg"	chr5	+	45827260	45827732	45827260	45827475	45828361	45828565
16124	"ENSMUSG00000015804.15"	"Med28"	chr5	+	45677570	45677826	45677570	45677791	45679777	45679844
16125	"ENSMUSG00000015804.15"	"Med28"	chr5	+	45677644	45678140	45677644	45677791	45679777	45679844
16126	"ENSMUSG00000015804.15"	"Med28"	chr5	+	45677644	45678140	45677644	45677826	45679777	45679844
16127	"ENSMUSG00000115074.2"	"Ndor1"	chr2	-	25137971	25138223	25138133	25138223	25136343	25136607
16128	"ENSMUSG00000115074.2"	"Ndor1"	chr2	-	25139111	25139332	25139164	25139332	25138916	25139024
16129	"ENSMUSG00000115074.2"	"Ndor1"	chr2	-	25145161	25145398	25145228	25145398	25144875	25144953
16130	"ENSMUSG00000034457.11"	"Eda2r"	chrX	-	96386897	96386983	96386904	96386983	96385233	96385398
16131	"ENSMUSG00000047824.14"	"Pygo2"	chr3	+	89337567	89338036	89337567	89338032	89338433	89338483
16132	"ENSMUSG00000032737.14"	"Inppl1"	chr7	-	101475712	101475868	101475727	101475868	101475399	101475478
16133	"ENSMUSG00000032737.14"	"Inppl1"	chr7	-	101475712	101475868	101475758	101475868	101475399	101475478
16134	"ENSMUSG00000032737.14"	"Inppl1"	chr7	-	101475727	101475868	101475758	101475868	101475399	101475478
16135	"ENSMUSG00000032737.14"	"Inppl1"	chr7	-	101478151	101478255	101478155	101478255	101477967	101478056
16136	"ENSMUSG00000032737.14"	"Inppl1"	chr7	-	101487095	101487436	101487359	101487436	101485777	101486158
16137	"ENSMUSG00000046985.12"	"Tapt1"	chr5	-	44343569	44343683	44343573	44343683	44342296	44342356
16138	"ENSMUSG00000046985.12"	"Tapt1"	chr5	-	44351589	44351752	44351724	44351752	44350528	44350664
16139	"ENSMUSG00000042389.14"	"Tsen2"	chr6	+	115545656	115545795	115545656	115545747	115551523	115551560
16140	"ENSMUSG00000032123.6"	"Dpagt1"	chr9	+	44243859	44243955	44243859	44243947	44244112	44244268
16141	"ENSMUSG00000032123.6"	"Dpagt1"	chr9	+	44243859	44243965	44243859	44243947	44244112	44244268
16142	"ENSMUSG00000032123.6"	"Dpagt1"	chr9	+	44243859	44243965	44243859	44243955	44244112	44244268
16143	"ENSMUSG00000085720.10"	"Gm7854"	chr5	-	43312874	43313061	43312933	43313061	43312090	43312185
16144	"ENSMUSG00000029128.13"	"Rab28"	chr5	-	41845056	41845193	41845063	41845193	41793148	41793252
16145	"ENSMUSG00000059325.15"	"Hopx"	chr5	-	77242997	77243124	77243002	77243124	77242712	77242869
16146	"ENSMUSG00000005103.13"	"Wdr1"	chr5	-	38697842	38697927	38697846	38697927	38697528	38697589
16147	"ENSMUSG00000005103.13"	"Wdr1"	chr5	-	38704286	38704434	38704323	38704434	38703017	38703197
16148	"ENSMUSG00000005103.13"	"Wdr1"	chr5	-	38718422	38718539	38718451	38718539	38708719	38708810
16149	"ENSMUSG00000005103.13"	"Wdr1"	chr5	-	38718646	38718886	38718854	38718886	38718422	38718544
16150	"ENSMUSG00000005103.13"	"Wdr1"	chr5	-	38718646	38718893	38718858	38718893	38718422	38718544
16151	"ENSMUSG00000005103.13"	"Wdr1"	chr5	-	38718854	38718893	38718858	38718893	38718422	38718544
16152	"ENSMUSG00000028955.4"	"Vamp3"	chr4	-	151142182	151142403	151142330	151142403	151140618	151140700
16153	"ENSMUSG00000029126.8"	"Nsg1"	chr5	-	38296003	38296173	38296007	38296173	38295478	38295845
16154	"ENSMUSG00000071112.13"	"Spx"	chr6	+	142359737	142359804	142359737	142359798	142360494	142360557
16155	"ENSMUSG00000047507.14"	"Baiap3"	chr17	-	25463079	25463203	25463100	25463203	25462795	25463001
16156	"ENSMUSG00000047507.14"	"Baiap3"	chr17	-	25467442	25467541	25467445	25467541	25467244	25467348
16157	"ENSMUSG00000047507.14"	"Baiap3"	chr17	-	25472449	25472921	25472696	25472921	25470984	25471118
16158	"ENSMUSG00000029121.17"	"Crmp1"	chr5	+	37422575	37422664	37422575	37422663	37426026	37426211
16159	"ENSMUSG00000029121.17"	"Crmp1"	chr5	+	37437002	37437127	37437002	37437123	37437810	37437967
16160	"ENSMUSG00000029120.11"	"Ppp2r2c"	chr5	+	37025856	37026239	37025856	37026234	37080311	37080409
16161	"ENSMUSG00000029120.11"	"Ppp2r2c"	chr5	+	37025856	37026311	37025856	37026234	37080311	37080409
16162	"ENSMUSG00000029120.11"	"Ppp2r2c"	chr5	+	37025856	37026311	37025856	37026239	37080311	37080409
16163	"ENSMUSG00000029120.11"	"Ppp2r2c"	chr5	+	37079923	37080409	37079923	37080365	37083628	37083794
16164	"ENSMUSG00000029120.11"	"Ppp2r2c"	chr5	+	37097425	37097879	37097425	37097605	37104411	37104581
16165	"ENSMUSG00000138918.1"	"ENSMUSG00000138918"	chr4	+	139764877	139765186	139764877	139765047	139766927	139767018
16166	"ENSMUSG00000041415.12"	"Dicer1"	chr12	-	104717684	104718169	104718006	104718169	104705041	104705107
16167	"ENSMUSG00000052724.8"	"Gm9888"	chr9	+	114610365	114610571	114610365	114610549	114610756	114611325
16168	"ENSMUSG00000029196.10"	"Tada2b"	chr5	-	36641356	36641456	36641388	36641456	36633085	36634306
16169	"ENSMUSG00000042210.19"	"Abhd14a"	chr9	-	106321288	106321505	106321296	106321505	106321025	106321141
16170	"ENSMUSG00000029095.18"	"Ablim2"	chr5	+	35915223	35915431	35915223	35915404	35955796	35955940
16171	"ENSMUSG00000029095.18"	"Ablim2"	chr5	+	35969469	35969563	35969469	35969538	35981368	35981456
16172	"ENSMUSG00000029095.18"	"Ablim2"	chr5	+	35985467	35985530	35985467	35985526	35990396	35990474
16173	"ENSMUSG00000029095.18"	"Ablim2"	chr5	+	36006859	36006913	36006859	36006908	36014471	36014524
16174	"ENSMUSG00000029095.18"	"Ablim2"	chr5	+	36031944	36032037	36031944	36031984	36032176	36032257
16175	"ENSMUSG00000029097.12"	"Trmt44"	chr5	-	35730046	35730237	35730161	35730237	35728387	35728456
16176	"ENSMUSG00000039850.17"	"Endov"	chr11	+	119390240	119390711	119390240	119390487	119391416	119391529
16177	"ENSMUSG00000023572.17"	"Ccndbp1"	chr2	+	120844993	120845139	120844993	120845126	120846611	120846658
16178	"ENSMUSG00000023572.17"	"Ccndbp1"	chr2	+	120844993	120845144	120844993	120845126	120846611	120846658
16179	"ENSMUSG00000023572.17"	"Ccndbp1"	chr2	+	120844993	120845144	120844993	120845139	120846611	120846658
16180	"ENSMUSG00000031765.9"	"Mt1"	chr8	+	94905838	94906270	94905838	94905966	94906450	94906955
16181	"ENSMUSG00000050545.11"	"Fam228b"	chr12	-	4798263	4798308	4798272	4798308	4795609	4795756
16182	"ENSMUSG00000050545.11"	"Fam228b"	chr12	-	4798263	4798308	4798272	4798308	4798020	4798177
16183	"ENSMUSG00000050545.11"	"Fam228b"	chr12	-	4818798	4818998	4818905	4818998	4818389	4818521
16184	"ENSMUSG00000050545.11"	"Fam228b"	chr12	-	4818798	4818998	4818954	4818998	4818389	4818521
16185	"ENSMUSG00000050545.11"	"Fam228b"	chr12	-	4818798	4819232	4819172	4819232	4818389	4818521
16186	"ENSMUSG00000050545.11"	"Fam228b"	chr12	-	4818905	4818998	4818954	4818998	4818389	4818521
16187	"ENSMUSG00000050545.11"	"Fam228b"	chr12	-	4818905	4819232	4819172	4819232	4818389	4818521
16188	"ENSMUSG00000050545.11"	"Fam228b"	chr12	-	4818954	4819232	4819172	4819232	4818389	4818521
16189	"ENSMUSG00000036693.13"	"Nop14"	chr5	-	34806680	34806811	34806684	34806811	34805735	34805821
16190	"ENSMUSG00000021097.16"	"Clmn"	chr12	-	104742106	104742187	104742115	104742187	104740747	104740808
16191	"ENSMUSG00000021097.16"	"Clmn"	chr12	-	104750116	104750248	104750165	104750248	104746980	104748660
16192	"ENSMUSG00000021097.16"	"Clmn"	chr12	-	104757926	104758190	104758097	104758190	104756240	104756431
16193	"ENSMUSG00000021097.16"	"Clmn"	chr12	-	104770845	104770929	104770867	104770929	104766735	104766831
16194	"ENSMUSG00000037362.9"	"Ccn3"	chr15	+	54609567	54609999	54609567	54609793	54611158	54611419
16195	"ENSMUSG00000037362.9"	"Ccn3"	chr15	+	54609891	54610316	54609891	54609999	54611158	54611419
16196	"ENSMUSG00000029657.16"	"Hsph1"	chr5	-	149543281	149543467	149543341	149543467	149542425	149542533
16197	"ENSMUSG00000029657.16"	"Hsph1"	chr5	-	149559434	149559624	149559435	149559624	149557294	149557352
16198	"ENSMUSG00000029657.16"	"Hsph1"	chr5	-	149559434	149559696	149559623	149559696	149557294	149557352
16199	"ENSMUSG00000029657.16"	"Hsph1"	chr5	-	149559435	149559696	149559623	149559696	149557294	149557352
16200	"ENSMUSG00000029657.16"	"Hsph1"	chr5	-	149559435	149559841	149559784	149559841	149557294	149557352
16201	"ENSMUSG00000003435.10"	"Supt5"	chr7	-	28016817	28016925	28016845	28016925	28016640	28016743
16202	"ENSMUSG00000003435.10"	"Supt5"	chr7	-	28037351	28037448	28037423	28037448	28030794	28030954
16203	"ENSMUSG00000003435.10"	"Supt5"	chr7	-	28037423	28037860	28037776	28037860	28030794	28030954
16204	"ENSMUSG00000029110.14"	"Rnf4"	chr5	+	34504108	34504245	34504108	34504243	34506007	34506087
16205	"ENSMUSG00000061758.14"	"Akr1b10"	chr6	+	34365710	34366172	34365710	34365827	34366989	34367067
16206	"ENSMUSG00000061758.14"	"Akr1b10"	chr6	+	34369831	34370134	34369831	34369931	34370992	34371076
16207	"ENSMUSG00000037235.14"	"Mxd4"	chr5	-	34337500	34337780	34337682	34337780	34336153	34336268
16208	"ENSMUSG00000035674.14"	"Ndufa3"	chr7	+	3620378	3620498	3620378	3620406	3620615	3621139
16209	"ENSMUSG00000035674.14"	"Ndufa3"	chr7	+	3620615	3620829	3620615	3620690	3622428	3622506
16210	"ENSMUSG00000035674.14"	"Ndufa3"	chr7	+	3620615	3620970	3620615	3620690	3622428	3622506
16211	"ENSMUSG00000035674.14"	"Ndufa3"	chr7	+	3620615	3620970	3620615	3620829	3622428	3622506
16212	"ENSMUSG00000035674.14"	"Ndufa3"	chr7	+	3620615	3621139	3620615	3620829	3622428	3622506
16213	"ENSMUSG00000035674.14"	"Ndufa3"	chr7	+	3620615	3621139	3620615	3620970	3622428	3622506
16214	"ENSMUSG00000029777.11"	"Gars1"	chr6	+	55014991	55015218	55014991	55015217	55023398	55023500
16215	"ENSMUSG00000029777.11"	"Gars1"	chr6	+	55050323	55050409	55050323	55050375	55052366	55052476
16216	"ENSMUSG00000004642.14"	"Slbp"	chr5	-	33809281	33809423	33809306	33809423	33807086	33807191
16217	"ENSMUSG00000038690.16"	"Atp5mf"	chr5	-	145124654	145125068	145125002	145125068	145123935	145124043
16218	"ENSMUSG00000053483.16"	"Usp21"	chr1	-	171111210	171111314	171111269	171111314	171110927	171111014
16219	"ENSMUSG00000037426.19"	"Depdc5"	chr5	+	33021056	33021133	33021056	33021087	33021353	33021656
16220	"ENSMUSG00000037426.19"	"Depdc5"	chr5	+	33021064	33021165	33021064	33021133	33021353	33021656
16221	"ENSMUSG00000037426.19"	"Depdc5"	chr5	+	33021920	33022043	33021920	33022000	33025317	33025405
16222	"ENSMUSG00000037426.19"	"Depdc5"	chr5	+	33058799	33058903	33058799	33058899	33059173	33059248
16223	"ENSMUSG00000037426.19"	"Depdc5"	chr5	+	33081502	33081709	33081502	33081705	33084233	33084369
16224	"ENSMUSG00000037426.19"	"Depdc5"	chr5	+	33136728	33136898	33136728	33136897	33141202	33141374
16225	"ENSMUSG00000027405.17"	"Nop56"	chr2	+	130118955	130119293	130118955	130119052	130119395	130119544
16226	"ENSMUSG00000027405.17"	"Nop56"	chr2	+	130118955	130119293	130118955	130119234	130119395	130119544
16227	"ENSMUSG00000027405.17"	"Nop56"	chr2	+	130120075	130120456	130120075	130120210	130120816	130121233
16228	"ENSMUSG00000027405.17"	"Nop56"	chr2	+	130120075	130120490	130120075	130120210	130120816	130121233
16229	"ENSMUSG00000027405.17"	"Nop56"	chr2	+	130120075	130120490	130120075	130120456	130120816	130121233
16230	"ENSMUSG00000020732.14"	"Rab37"	chr11	+	115047752	115047868	115047752	115047863	115048776	115048818
16231	"ENSMUSG00000020732.14"	"Rab37"	chr11	+	115048776	115048908	115048776	115048818	115049330	115049397
16232	"ENSMUSG00000020732.14"	"Rab37"	chr11	+	115051095	115051371	115051095	115051340	115051460	115053062
16233	"ENSMUSG00000040181.15"	"Fmo1"	chr1	-	162663513	162663900	162663700	162663900	162661372	162661454
16234	"ENSMUSG00000039361.12"	"Picalm"	chr7	+	89819786	89820025	89819786	89819898	89821441	89821548
16235	"ENSMUSG00000039361.12"	"Picalm"	chr7	+	89838357	89838465	89838357	89838462	89840348	89840480
16236	"ENSMUSG00000026854.17"	"Usp20"	chr2	+	30872290	30872705	30872290	30872410	30886059	30886159
16237	"ENSMUSG00000026854.17"	"Usp20"	chr2	+	30872408	30872705	30872408	30872523	30886059	30886159
16238	"ENSMUSG00000026854.17"	"Usp20"	chr2	+	30888745	30888880	30888745	30888847	30890068	30890122
16239	"ENSMUSG00000026854.17"	"Usp20"	chr2	+	30890068	30890296	30890068	30890122	30892567	30892630
16240	"ENSMUSG00000026854.17"	"Usp20"	chr2	+	30900990	30901134	30900990	30901100	30901392	30901508
16241	"ENSMUSG00000086815.7"	"3110082J24Rik"	chr5	-	30309334	30309618	30309347	30309618	30308581	30308916
16242	"ENSMUSG00000053470.14"	"Kdm3a"	chr6	-	71580888	71580964	71580960	71580964	71577706	71577859
16243	"ENSMUSG00000053470.14"	"Kdm3a"	chr6	-	71580888	71581132	71580917	71581132	71577706	71577859
16244	"ENSMUSG00000053470.14"	"Kdm3a"	chr6	-	71580917	71581132	71580960	71581132	71577706	71577859
16245	"ENSMUSG00000053470.14"	"Kdm3a"	chr6	-	71588488	71589000	71588629	71589000	71584385	71584590
16246	"ENSMUSG00000053470.14"	"Kdm3a"	chr6	-	71588488	71589000	71588633	71589000	71584385	71584590
16247	"ENSMUSG00000053470.14"	"Kdm3a"	chr6	-	71588488	71589000	71588842	71589000	71584385	71584590
16248	"ENSMUSG00000053470.14"	"Kdm3a"	chr6	-	71588629	71588988	71588633	71588988	71584385	71584590
16249	"ENSMUSG00000053470.14"	"Kdm3a"	chr6	-	71588629	71588988	71588842	71588988	71584385	71584590
16250	"ENSMUSG00000053470.14"	"Kdm3a"	chr6	-	71588629	71588988	71588882	71588988	71584385	71584590
16251	"ENSMUSG00000053470.14"	"Kdm3a"	chr6	-	71588633	71588988	71588842	71588988	71584385	71584590
